"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 14 12:35:50 GMT 2025","Mon Jul 14 12:35:51 GMT 2025","982","tests.test_backend.document.access_doc","test_duplicate_doc_access_by_roles","","","","Дублирование Personal-документа: создание guest, дублирование owner",""
"passed","Mon Jul 14 12:40:12 GMT 2025","Mon Jul 14 12:40:13 GMT 2025","637","tests.test_backend.document","test_get_y_document","","","","Позитивный сценарий: успешный экспорт Y-Doc для документа. Space",""
"passed","Mon Jul 14 12:37:04 GMT 2025","Mon Jul 14 12:37:07 GMT 2025","2459","tests.test_backend.document.access_doc","test_get_docs_list_access_by_roles","","","","Проверка доступа к списку документов в Project для роли manager","Проверяем что разные роли могут получить список документов из пространства и проекта"
"passed","Mon Jul 14 12:34:15 GMT 2025","Mon Jul 14 12:34:15 GMT 2025","295","tests.test_backend.board","board_validation_test","","","","Валидация поля group name: valid name → ожидали 200",""
"passed","Mon Jul 14 12:35:39 GMT 2025","Mon Jul 14 12:35:40 GMT 2025","952","tests.test_backend.document.access_doc","test_duplicate_doc_access_by_roles","","","","Дублирование Personal-документа: создание owner, дублирование manager",""
"passed","Mon Jul 14 12:35:15 GMT 2025","Mon Jul 14 12:35:16 GMT 2025","1002","tests.test_backend.document.access_doc","test_duplicate_doc_access_by_roles","","","","Дублирование Project-документа: создание manager, дублирование guest",""
"passed","Mon Jul 14 12:40:24 GMT 2025","Mon Jul 14 12:40:27 GMT 2025","3136","tests.test_backend.space","test_space","","","","Test remove space success",""
"passed","Mon Jul 14 12:35:19 GMT 2025","Mon Jul 14 12:35:20 GMT 2025","1554","tests.test_backend.document.access_doc","test_duplicate_doc_access_by_roles","","","","Дублирование Project-документа: создание member, дублирование member",""
"passed","Mon Jul 14 12:40:23 GMT 2025","Mon Jul 14 12:40:24 GMT 2025","213","tests.test_backend.space","test_space","","","","Test space name length limit",""
"passed","Mon Jul 14 12:34:55 GMT 2025","Mon Jul 14 12:34:55 GMT 2025","611","tests.test_backend.document.access_doc","test_create_doc_access_by_roles","","","","Создание Personal-документа для роли owner",""
"passed","Mon Jul 14 12:34:15 GMT 2025","Mon Jul 14 12:34:15 GMT 2025","269","tests.test_backend.board","board_validation_test","","","","Валидация поля group description: too long (1025 chars) → ожидали 400",""
"passed","Mon Jul 14 12:37:48 GMT 2025","Mon Jul 14 12:37:48 GMT 2025","565","tests.test_backend.document","test_duplicate_document","","","","Негативный сценарий: дублирование с некорректным documentId, invalid id=",""
"passed","Mon Jul 14 12:37:29 GMT 2025","Mon Jul 14 12:37:30 GMT 2025","340","tests.test_backend.document","test_create_document","","","","Создание документа — кейс: [None] (ожидается 200)",""
"passed","Mon Jul 14 12:34:15 GMT 2025","Mon Jul 14 12:34:16 GMT 2025","287","tests.test_backend.board","board_validation_test","","","","Валидация поля group description: max valid (1024 chars) → ожидали 200",""
"passed","Mon Jul 14 12:38:29 GMT 2025","Mon Jul 14 12:38:29 GMT 2025","286","tests.test_backend.document","test_get_document","","","","Негативный кейс: documentId=nonexistent_id",""
"passed","Mon Jul 14 12:35:42 GMT 2025","Mon Jul 14 12:35:43 GMT 2025","950","tests.test_backend.document.access_doc","test_duplicate_doc_access_by_roles","","","","Дублирование Personal-документа: создание manager, дублирование owner",""
"passed","Mon Jul 14 12:35:31 GMT 2025","Mon Jul 14 12:35:32 GMT 2025","1312","tests.test_backend.document.access_doc","test_duplicate_doc_access_by_roles","","","","Дублирование Space-документа: создание manager, дублирование member",""
