"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Добавляет комментарий к майлстоуну и проверяет.","4397","09. Add comment and verify","Frontend","Tue Jun 16 12:54:14 UTC 2026","passed","Tue Jun 16 12:54:18 UTC 2026","Fields","Milestones","",""
"Заполняет и проверяет описание майлстоуна (tiptap-редактор после секции задач).","6756","04. Set and verify description","Frontend","Tue Jun 16 12:53:26 UTC 2026","passed","Tue Jun 16 12:53:32 UTC 2026","Fields","Milestones","",""
"Клик по FirstMember без ⌘ — заменяет SecondMember на FirstMember.","5722","04. Замена без ⌘","Frontend","Tue Jun 16 12:56:34 UTC 2026","passed","Tue Jun 16 12:56:39 UTC 2026","Assignee","Tasks","",""
"Заполняет и проверяет короткое описание майлстоуна.","3765","03. Set short description","Frontend","Tue Jun 16 12:53:22 UTC 2026","passed","Tue Jun 16 12:53:25 UTC 2026","Fields","Milestones","",""
"Заполняет описание задачи.","4430","01. Заполнить Description","Frontend","Tue Jun 16 12:57:22 UTC 2026","passed","Tue Jun 16 12:57:26 UTC 2026","Description","Tasks","",""
"Создаёт майлстоуны из dropdown задачи, проверяет мульти-назначение и удаление.","7538","01. Создать, выбрать и удалить Milestones","Frontend","Tue Jun 16 12:57:27 UTC 2026","passed","Tue Jun 16 12:57:34 UTC 2026","Milestones","Tasks","",""
"Клик по назначенному пользователю без ⌘ снимает его.","5793","05. Снять Assignee","Frontend","Tue Jun 16 12:56:40 UTC 2026","passed","Tue Jun 16 12:56:45 UTC 2026","Assignee","Tasks","",""
"Добавляет блокер и блокинг задачу.","5976","01. Добавить Blocker и Blocking","Frontend","Tue Jun 16 12:57:39 UTC 2026","passed","Tue Jun 16 12:57:45 UTC 2026","Blockers","Tasks","",""
"Открывает дропдаун, проверяет отображение элементов, выбирает Green.","4111","01. Установить Type Green","Frontend","Tue Jun 16 12:56:45 UTC 2026","passed","Tue Jun 16 12:56:50 UTC 2026","Type","Tasks","",""
"Устанавливает дату задачи.","4969","01. Установить Date","Frontend","Tue Jun 16 12:57:34 UTC 2026","passed","Tue Jun 16 12:57:39 UTC 2026","Date","Tasks","",""
"Заполняет все поля задачи перед конвертацией в том числе с subtask и sub_subtask.
    Переносятся: название, описание, дата, подзадача (вложенная подзадача), комментарий.
    Майлстоун: закомментирован — ConvertTaskToMilestone не чистит search index, баг заведен APP-5414
    Теряются: приоритет, исполнитель, тип, майлстоун.","26362","02. Заполнить все поля Task (+subtask и sub_subtask) перед конвертацией","Frontend","Tue Jun 16 12:59:59 UTC 2026","passed","Tue Jun 16 13:00:26 UTC 2026","Convert to Milestone","Tasks","",""
"Добавляет две подзадачи, проверяет счётчик на каждом шаге.","5301","01. Добавить Subtasks и проверить счётчики","Frontend","Tue Jun 16 12:57:57 UTC 2026","passed","Tue Jun 16 12:58:02 UTC 2026","Subtasks","Tasks","",""
"Проверяет что задачу можно создать в каждой колонке борда.","6486","01. Создать задачу в каждой колонке борда","Frontend","Tue Jun 16 12:55:47 UTC 2026","passed","Tue Jun 16 12:55:54 UTC 2026","Create in Columns","Tasks","",""
"Создаёт задачу, которая будет конвертирована в майлстоун.","85384","01. Создать Task для конвертации","Frontend","Tue Jun 16 12:58:34 UTC 2026","passed","Tue Jun 16 12:59:59 UTC 2026","Convert to Milestone","Tasks","",""
"Назначает FirstMember исполнителем.","4513","01. Назначить Assignee","Frontend","Tue Jun 16 12:56:13 UTC 2026","passed","Tue Jun 16 12:56:17 UTC 2026","Assignee","Tasks","",""
"Проверяет что подзадача с вложенной подподзадачей сохранились после конвертации.","5210","05. Subtasks и Sub_Subtasks сохранились после конвертации","Frontend","Tue Jun 16 13:00:39 UTC 2026","passed","Tue Jun 16 13:00:44 UTC 2026","Convert to Milestone","Tasks","",""
"Устанавливает приоритет задачи Medium.","4248","01. Установить Medium","Frontend","Tue Jun 16 12:56:00 UTC 2026","passed","Tue Jun 16 12:56:04 UTC 2026","Priority","Tasks","",""
"Создаёт майлстоун через вкладку Milestones на борде.","13640","01. Create milestone on board","Frontend","Tue Jun 16 12:53:04 UTC 2026","passed","Tue Jun 16 12:53:18 UTC 2026","Fields","Milestones","",""
