"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 17 11:39:58 UTC 2026","Mon Aug 17 11:39:58 UTC 2026","144","Public API","History","History Kinds","","","GetHistory kind='Document' возвращает 200 и items (Document)","
    Проверяем что GetHistory возвращает 200 и непустой items для каждого kind.
    "
"skipped","Mon Aug 17 11:39:06 UTC 2026","Mon Aug 17 11:39:07 UTC 2026","591","Public API","History","Date Range","","","[Space][Negative] dateRangeStart='10.08.2026' → 400","Невалидный формат даты — 400.

    API принимает только ISO 8601 (2026-08-14T00:00:00.000Z).
    Другие форматы должны возвращать 400 ValidationErrors.
    "
"passed","Mon Aug 17 11:39:23 UTC 2026","Mon Aug 17 11:39:23 UTC 2026","138","Public API","History","Event Keys","","","eventKeys=[TASK_CREATED, PROJECT_CREATED] — оба типа в ответе","eventKeys с несколькими значениями фильтрует по всем указанным типам."
"passed","Mon Aug 17 11:39:56 UTC 2026","Mon Aug 17 11:39:56 UTC 2026","138","Public API","History","History Kinds","","","GetHistory kind='Task' возвращает 200 и items (Task)","
    Проверяем что GetHistory возвращает 200 и непустой items для каждого kind.
    "
"passed","Mon Aug 17 11:39:26 UTC 2026","Mon Aug 17 11:39:26 UTC 2026","128","Public API","History","Invalid Values","","","[Negative] невалидный формат kindId → 400","
    kindId должен быть валидным ObjectId. Невалидный формат возвращает 400.
    "
"passed","Mon Aug 17 11:40:00 UTC 2026","Mon Aug 17 11:40:01 UTC 2026","245","Public API","History","Positive","","","Элементы items в ответе содержат обязательные поля","
    Проверяем структуру элементов items в ответе:
    - обязательные поля (_id, key, createdAt, type, data, creatorId) присутствуют в каждом элементе
    - источник: интерфейс IHistory
    "
"passed","Mon Aug 17 11:39:53 UTC 2026","Mon Aug 17 11:39:53 UTC 2026","242","Public API","History","History Kinds","","","GetHistory kind='Space' возвращает 200 и items (Space)","
    Проверяем что GetHistory возвращает 200 и непустой items для каждого kind.
    "
"passed","Mon Aug 17 11:39:14 UTC 2026","Mon Aug 17 11:39:14 UTC 2026","139","Public API","History","Date Range","","","[Space] dateRangeStart=08-14 — все items >= start","Только dateRangeStart — все items >= start."
"passed","Mon Aug 17 11:39:21 UTC 2026","Mon Aug 17 11:39:22 UTC 2026","150","Public API","History","Event Keys","","","eventKeys=TASK_CREATED — только события TASK_CREATED","eventKeys с одним значением фильтрует только указанный тип событий."
"passed","Mon Aug 17 11:39:12 UTC 2026","Mon Aug 17 11:39:13 UTC 2026","1480","Public API","History","Date Range","","","[Space] dateRange [08-12, 08-14) — start включительно, end исключительно","dateRange [start, end) — items внутри интервала, нет items вне."
"passed","Mon Aug 17 11:39:59 UTC 2026","Mon Aug 17 11:39:59 UTC 2026","303","Public API","History","Positive","","","Валидный запрос возвращает 200 и корректную структуру ответа","
    Проверяем базовую доступность эндпоинта:
    - статус 200
    - тело содержит items (список) и page (hasMore + nextCursor при наличии)
    "
"passed","Mon Aug 17 11:40:02 UTC 2026","Mon Aug 17 11:40:03 UTC 2026","847","Public API","History","Rate Limit","","","Быстрые последовательные запросы — 429 Rate Limit","Rate limit публичного API — 1 запрос в секунду.
    Отправляем до 20 запросов подряд без пауз через клиент без retry.
    Ожидаем, что сервер вернёт 429 Too Many Requests на одном из запросов."
"passed","Mon Aug 17 11:39:34 UTC 2026","Mon Aug 17 11:39:34 UTC 2026","131","Public API","History","Missing Params","","","[Negative] без 'kindId' → 400 (IncorrectId)","
    При отсутствии любого обязательного параметра (spaceId, kind, kindId) возвращается 400.
    "
"passed","Mon Aug 17 11:38:59 UTC 2026","Mon Aug 17 11:39:01 UTC 2026","1595","Public API","History","Date Range","","","[Space] dateRange за пределами данных — пустой items","dateRangeStart в будущем / dateRangeEnd в прошлом — пустой items."
