"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Удаляет подзадачи из таблицы задачи, проверяет уменьшение счётчика.","5550","13. Delete subtasks and verify counters","Frontend","Thu May 14 11:41:56 UTC 2026","passed","Thu May 14 11:42:02 UTC 2026","Fields","Tasks","",""
"Создаёт новую задачу на борде и проверяет что карточка появилась.","3232","01. Create task on board","Frontend","Thu May 14 11:40:52 UTC 2026","passed","Thu May 14 11:40:55 UTC 2026","Fields","Tasks","",""
"Заполняет и проверяет короткое описание майлстоуна.","3396","03. Set short description","Frontend","Thu May 14 11:39:53 UTC 2026","passed","Thu May 14 11:39:56 UTC 2026","Fields","Milestones","",""
"Конвертирует задачу в майлстоун через меню сайдбара.","6053","03. Convert task to milestone","Frontend","Thu May 14 11:42:39 UTC 2026","passed","Thu May 14 11:42:45 UTC 2026","Convert to Milestone","Tasks","",""
"Создаёт майлстоун через вкладку Milestones на борде.","3500","01. Create milestone on board","Frontend","Thu May 14 11:39:46 UTC 2026","passed","Thu May 14 11:39:49 UTC 2026","Fields","Milestones","",""
"Архивирует майлстоун и удаляет сабтаску для очистки борды.","4174","99. Cleanup: delete subtask and archive milestone","Frontend","Thu May 14 11:42:49 UTC 2026","passed","Thu May 14 11:42:53 UTC 2026","Convert to Milestone","Tasks","",""
"Привязывает майлстоун к задаче.","3780","06. Add milestone","Frontend","Thu May 14 11:41:10 UTC 2026","passed","Thu May 14 11:41:14 UTC 2026","Fields","Tasks","",""
"Отмечает задачу как выполненную (Complete).","3426","14. Complete task","Frontend","Thu May 14 11:42:02 UTC 2026","passed","Thu May 14 11:42:06 UTC 2026","Fields","Tasks","",""
"Добавляет две задачи в майлстоун, проверяет счётчик на каждом шаге.","4732","06. Add tasks and verify counters","Frontend","Thu May 14 11:40:14 UTC 2026","passed","Thu May 14 11:40:19 UTC 2026","Fields","Milestones","",""
"Проверяет что вкладка Activities отображается.","3408","10. Verify Activities tab","Frontend","Thu May 14 11:40:44 UTC 2026","passed","Thu May 14 11:40:48 UTC 2026","Fields","Milestones","",""
"Добавляет комментарий к майлстоуну и проверяет.","4121","09. Add comment and verify","Frontend","Thu May 14 11:40:40 UTC 2026","passed","Thu May 14 11:40:44 UTC 2026","Fields","Milestones","",""
"","11035","Sign in with email","Frontend","Thu May 14 11:39:34 UTC 2026","passed","Thu May 14 11:39:45 UTC 2026","","Auth","",""
"Заполняет описание задачи.","3865","05. Fill description","Frontend","Thu May 14 11:41:06 UTC 2026","passed","Thu May 14 11:41:10 UTC 2026","Fields","Tasks","",""
"Устанавливает приоритет задачи Medium.","3433","02. Set priority Medium","Frontend","Thu May 14 11:40:55 UTC 2026","passed","Thu May 14 11:40:59 UTC 2026","Fields","Tasks","",""
"Заполняет и проверяет описание майлстоуна (tiptap-редактор после секции задач).","3955","04. Set and verify description","Frontend","Thu May 14 11:39:56 UTC 2026","passed","Thu May 14 11:40:00 UTC 2026","Fields","Milestones","",""
"","7288","Logout","Frontend","Thu May 14 11:39:27 UTC 2026","passed","Thu May 14 11:39:34 UTC 2026","","Auth","",""
"Заполняет все поля задачи перед конвертацией.
    Переносятся: название, описание, дата, подзадача, комментарий.
    Теряются: приоритет, исполнитель, тип, майлстоун.","15066","02. Fill all task fields before conversion","Frontend","Thu May 14 11:42:23 UTC 2026","passed","Thu May 14 11:42:39 UTC 2026","Convert to Milestone","Tasks","",""
"Завершает и снимает завершение задач, проверяет счётчики.","11489","07. Verify task completion counters","Frontend","Thu May 14 11:40:19 UTC 2026","passed","Thu May 14 11:40:31 UTC 2026","Fields","Milestones","",""
"Назначает первого пользователя из списка исполнителем.","3669","03. Assign user","Frontend","Thu May 14 11:40:59 UTC 2026","passed","Thu May 14 11:41:03 UTC 2026","Fields","Tasks","",""
"Удаляет задачи и архивирует тестовый майлстоун.","4017","99. Cleanup: archive milestone","Frontend","Thu May 14 11:40:48 UTC 2026","passed","Thu May 14 11:40:52 UTC 2026","Fields","Milestones","",""
"Удаляет задачи из таблицы майлстоуна, проверяет уменьшение счётчика.","9040","08. Delete tasks and verify counters","Frontend","Thu May 14 11:40:31 UTC 2026","passed","Thu May 14 11:40:40 UTC 2026","Fields","Milestones","",""
