"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 17 11:30:36 UTC 2026","Mon Aug 17 11:30:38 UTC 2026","1385","Public API","History","Date Range","","","[Project] dateRange [08-12, 08-14) — start включительно, end исключительно","dateRange [start, end) для kind=Project."
"passed","Mon Aug 17 11:30:31 UTC 2026","Mon Aug 17 11:30:33 UTC 2026","1506","Public API","History","Date Range","","","[Space] dateRange [08-12, 08-14) — start включительно, end исключительно","dateRange [start, end) — items внутри интервала, нет items вне."
"passed","Mon Aug 17 11:30:19 UTC 2026","Mon Aug 17 11:30:21 UTC 2026","1546","Public API","History","Date Range","","","[Space] dateRange за пределами данных — пустой items","dateRangeStart в будущем / dateRangeEnd в прошлом — пустой items."
"passed","Mon Aug 17 11:31:10 UTC 2026","Mon Aug 17 11:31:10 UTC 2026","129","Public API","History","Pagination","","","[Negative] limit=-1 → 400 (limit must be a positive number)","Невалидный limit (0, отрицательный) возвращает 400."
"passed","Mon Aug 17 11:30:25 UTC 2026","Mon Aug 17 11:30:25 UTC 2026","133","Public API","History","Date Range","","","[Space][Negative] dateRangeStart='' → 400","Невалидный формат даты — 400.

    API принимает только ISO 8601 (2026-08-14T00:00:00.000Z).
    Другие форматы должны возвращать 400 ValidationErrors.
    "
"passed","Mon Aug 17 11:31:16 UTC 2026","Mon Aug 17 11:31:16 UTC 2026","159","Public API","History","History Kinds","","","GetHistory kind='Document' возвращает 200 и items (Document)","
    Проверяем что GetHistory возвращает 200 и непустой items для каждого kind.
    "
"passed","Mon Aug 17 11:30:52 UTC 2026","Mon Aug 17 11:30:53 UTC 2026","133","Public API","History","Missing Params","","","[Negative] без 'kind' → 400 (InvalidKind)","
    При отсутствии любого обязательного параметра (spaceId, kind, kindId) возвращается 400.
    "
"passed","Mon Aug 17 11:30:45 UTC 2026","Mon Aug 17 11:30:45 UTC 2026","133","Public API","History","Invalid Values","","","[Negative] невалидный формат spaceId → 400","
    spaceId должен быть валидным ObjectId. Невалидный формат возвращает 400.
    "
"passed","Mon Aug 17 11:30:40 UTC 2026","Mon Aug 17 11:30:40 UTC 2026","252","Public API","History","Date Range","","","[Project] dateRangeEnd=08-15 — все items < end","Только dateRangeEnd для kind=Project — все items < end."
"passed","Mon Aug 17 11:30:43 UTC 2026","Mon Aug 17 11:30:44 UTC 2026","136","Public API","History","Event Keys","","","[Negative] eventKeys=task_created (lowercase) → 400 (InvalidKind)","Невалидный eventKeys возвращает 400."
"passed","Mon Aug 17 11:30:48 UTC 2026","Mon Aug 17 11:30:48 UTC 2026","133","Public API","History","Invalid Values","","","[Negative] kind='space' → 400 (lowercase_space)","
    kind должен быть одним из допустимых значений enum.
    Любое другое значение возвращает 400.
    "
"skipped","Mon Aug 17 11:30:23 UTC 2026","Mon Aug 17 11:30:23 UTC 2026","137","Public API","History","Date Range","","","[Space][Negative] dateRangeStart > dateRangeEnd → 400","dateRangeStart > dateRangeEnd — дата начала позже даты конца.

    Сейчас сервер возвращает 200 + пустой items, но ожидается 400 —
    клиент явно ошибся, лучше сообщить об этом чем молча вернуть пустоту.
    "
"passed","Mon Aug 17 11:30:50 UTC 2026","Mon Aug 17 11:30:50 UTC 2026","130","Public API","History","Invalid Values","","","[Negative] kind='123' → 400 (numeric_123)","
    kind должен быть одним из допустимых значений enum.
    Любое другое значение возвращает 400.
    "
"passed","Mon Aug 17 11:30:47 UTC 2026","Mon Aug 17 11:30:47 UTC 2026","132","Public API","History","Invalid Values","","","[Negative] kind='Board' → 400 (unsupported_kind_Board)","
    kind должен быть одним из допустимых значений enum.
    Любое другое значение возвращает 400.
    "
"passed","Mon Aug 17 11:31:11 UTC 2026","Mon Aug 17 11:31:11 UTC 2026","242","Public API","History","History Kinds","","","GetHistory kind='Space' возвращает 200 и items (Space)","
    Проверяем что GetHistory возвращает 200 и непустой items для каждого kind.
    "
"passed","Mon Aug 17 11:31:03 UTC 2026","Mon Aug 17 11:31:03 UTC 2026","146","Public API","History","Pagination","","","limit=5 возвращает ровно 5 items и hasMore=true","limit ограничивает количество items в ответе."
"passed","Mon Aug 17 11:31:08 UTC 2026","Mon Aug 17 11:31:08 UTC 2026","134","Public API","History","Pagination","","","limit=1 возвращает ровно 1 item","limit=1 возвращает ровно 1 item."
