"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    Проверяем доступ к списку недавних документов для ролей owner, manager, member, guest.
    Создаются тестовые документы, проверяется их доступность
    и корректный порядок отображения после повторной маркировки.
    ","0","test_get_recent_documents_access_by_roles[space_docs-owner]","tests.test_backend.document.access_doc","Wed Nov 12 12:01:14 UTC 2025","skipped","Wed Nov 12 12:01:14 UTC 2025","","test_get_recent_documents_access_by_roles","",""
"","251","APP-2763: Ошибка при создании борды с длинным заголовком custom field: Text","tests.test_backend.board","Wed Nov 12 11:58:21 UTC 2025","passed","Wed Nov 12 11:58:21 UTC 2025","","board_validation_test","",""
"
    Проверяет функциональность создания и редактирования документов для разных ролей в системе. Тест проверяет,
    могут ли пользователи с определенными ролями (владелец, менеджер, участник и гость) создавать и редактировать
    документы, обеспечивая правильное поведение контроля доступа на основе ролей. Использует параметризацию для
    тестирования различных комбинаций ролей создателей и редакторов документов.
    ","3454","Редактирование Project-документа: создание manager, редактирование manager","tests.test_backend.document.access_doc","Wed Nov 12 12:00:06 UTC 2025","passed","Wed Nov 12 12:00:09 UTC 2025","","test_edit_doc_access_by_roles","",""
"","246","Создание проекта с пустым slug","tests.test_backend.project","Wed Nov 12 12:04:45 UTC 2025","passed","Wed Nov 12 12:04:45 UTC 2025","","test_project","",""
"","531","Успешное получение документа по documentId (kind=Space)","tests.test_backend.document","Wed Nov 12 12:03:27 UTC 2025","passed","Wed Nov 12 12:03:27 UTC 2025","","test_get_document","",""
"","271","Успешное редактирование полей title и icon. Project","tests.test_backend.document","Wed Nov 12 12:03:05 UTC 2025","passed","Wed Nov 12 12:03:05 UTC 2025","","test_edit_document","",""
"
    Проверяет доступ к siblings персональных (Member) документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings

    Особенность: к персональным документам имеет доступ только их владелец
    ","1859","Проверка доступа к siblings персонального документа: создатель - guest, просматривающий - manager","tests.test_backend.document.access_doc","Wed Nov 12 12:02:29 UTC 2025","passed","Wed Nov 12 12:02:31 UTC 2025","","test_get_siblings_doc_access","",""
"","830","Негативный сценарий: гостевой пользователь не может получить siblings (kind=Project)","tests.test_backend.document","Wed Nov 12 12:04:34 UTC 2025","passed","Wed Nov 12 12:04:35 UTC 2025","","test_get_siblings","",""
"
    Проверяет доступ к siblings документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя
    - Типа документа (Space/Project)

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings
    ","2086","Проверка доступа к siblings Project-документа: создатель - member, просматривающий - guest","tests.test_backend.document.access_doc","Wed Nov 12 12:01:59 UTC 2025","passed","Wed Nov 12 12:02:01 UTC 2025","","test_get_siblings_doc_access","",""
"","247","Негативный кейс: documentId=None","tests.test_backend.document","Wed Nov 12 12:03:28 UTC 2025","passed","Wed Nov 12 12:03:28 UTC 2025","","test_get_document","",""
"
    Проверяем доступ к списку недавних документов для ролей owner, manager, member, guest.
    Создаются тестовые документы, проверяется их доступность
    и корректный порядок отображения после повторной маркировки.
    ","0","test_get_recent_documents_access_by_roles[project_docs-owner]","tests.test_backend.document.access_doc","Wed Nov 12 12:01:14 UTC 2025","skipped","Wed Nov 12 12:01:14 UTC 2025","","test_get_recent_documents_access_by_roles","",""
" ","481","Попытка экспортировать Y-Doc из чужого space(kind=Project)— должен вернуться SpaceIdNotSpecified","tests.test_backend.document","Wed Nov 12 12:04:42 UTC 2025","passed","Wed Nov 12 12:04:43 UTC 2025","","test_get_y_document","",""
"","294","Создание документа: Project","tests.test_backend.document","Wed Nov 12 12:02:45 UTC 2025","passed","Wed Nov 12 12:02:46 UTC 2025","","test_create_document","",""
"
    Тест проверяет дублирование документов разными ролями и типами документов. Тест проверяет, что документы могут быть
    созданы одной ролью и продублированы другой в соответствии с ожидаемыми условиями, указанными в параметризации.
    ","1121","Дублирование Project-документа: создание member, дублирование owner","tests.test_backend.document.access_doc","Wed Nov 12 11:59:05 UTC 2025","passed","Wed Nov 12 11:59:06 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"","800","Дублирование Personal-документа: создание guest, дублирование owner","tests.test_backend.document.access_doc","Wed Nov 12 11:59:34 UTC 2025","passed","Wed Nov 12 11:59:34 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"","240","Несоответствие kind и kindId — kind=Member с kindId от Project","tests.test_backend.document","Wed Nov 12 12:03:41 UTC 2025","passed","Wed Nov 12 12:03:41 UTC 2025","","test_get_documents","",""
"
    Проверяем, что space_client имеет доступ к main_space_doc и не имеет доступа к main_personal_doc и main_project_doc.

    ","738","Проверка доступа space_client к основному документу и отсутствия доступа к проектному документу и персональному документу","tests.test_backend.document.access_doc","Wed Nov 12 12:02:41 UTC 2025","passed","Wed Nov 12 12:02:42 UTC 2025","","test_matrix_access_docs","",""
