"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Заполняет все поля задачи перед конвертацией в том числе с subtask и sub_subtask.
    Переносятся: название, описание, дата, подзадача (вложенная подзадача), комментарий.
    Майлстоун: закомментирован — ConvertTaskToMilestone не чистит search index, баг заведен APP-5414
    Теряются: приоритет, исполнитель, тип, майлстоун.","0","02. Заполнить все поля Task (+subtask и sub_subtask) перед конвертацией","Frontend","Wed Jul 08 07:55:08 UTC 2026","skipped","Wed Jul 08 07:55:08 UTC 2026","Convert to Milestone","Tasks","",""
"","22732","Sign in via email (OTP)","Frontend","Wed Jul 08 07:46:00 UTC 2026","failed","Wed Jul 08 07:46:22 UTC 2026","","Auth","",""
"Устанавливает и проверяет даты майлстоуна.","0","05. Set and verify dates","Frontend","Wed Jul 08 07:48:12 UTC 2026","skipped","Wed Jul 08 07:48:12 UTC 2026","Fields","Milestones","",""
"
    Smoke-тест: регистрирует новый аккаунт (через smoke_auth_state),
    создаёт Space → открывает дефолтный Project → создаёт Task.
    ","13620","Create space → project → task","Frontend","Wed Jul 08 07:51:11 UTC 2026","failed","Wed Jul 08 07:51:25 UTC 2026","","Smoke","",""
"Клик по назначенному пользователю без ⌘ снимает его.","5526","05. Снять Assignee","Frontend","Wed Jul 08 07:52:25 UTC 2026","passed","Wed Jul 08 07:52:31 UTC 2026","Assignee","Tasks","",""
"Устанавливает приоритет задачи Medium.","5296","01. Установить Medium","Frontend","Wed Jul 08 07:51:48 UTC 2026","passed","Wed Jul 08 07:51:53 UTC 2026","Priority","Tasks","",""
"Устанавливает Green, добавляет Blue через ⌘+клик, проверяет что оба видны.","5263","03. Мультиселект Types (⌘ + клик)","Frontend","Wed Jul 08 07:52:40 UTC 2026","passed","Wed Jul 08 07:52:45 UTC 2026","Type","Tasks","",""
"Проверяет что задачу можно создать в каждой колонке борда.","7526","01. Создать задачу в каждой колонке борда","Frontend","Wed Jul 08 07:51:34 UTC 2026","passed","Wed Jul 08 07:51:42 UTC 2026","Create in Columns","Tasks","",""
"Удаляет задачи col_*, созданные тестом создания в колонках.","5748","99. Cleanup: удалить задачи из колонок","Frontend","Wed Jul 08 07:51:42 UTC 2026","passed","Wed Jul 08 07:51:48 UTC 2026","Create in Columns","Tasks","",""
"Конвертирует задачу в майлстоун через меню сайдбара.","0","03. Конвертировать Task в Milestone","Frontend","Wed Jul 08 07:55:08 UTC 2026","skipped","Wed Jul 08 07:55:08 UTC 2026","Convert to Milestone","Tasks","",""
"Архивирует тестовый майлстоун и подчищает все остальные кроме 'Test milestone'.","65701","99. Cleanup: archive milestone","Frontend","Wed Jul 08 07:49:24 UTC 2026","broken","Wed Jul 08 07:50:29 UTC 2026","Fields","Milestones","",""
"Назначает FirstMember исполнителем.","4479","01. Назначить Assignee","Frontend","Wed Jul 08 07:52:02 UTC 2026","passed","Wed Jul 08 07:52:07 UTC 2026","Assignee","Tasks","",""
"Устанавливает Green+Blue, снимает Green через ⌘+клик, остаётся Blue.","5541","04. Убрать один Type (⌘ + клик)","Frontend","Wed Jul 08 07:52:46 UTC 2026","passed","Wed Jul 08 07:52:51 UTC 2026","Type","Tasks","",""
"Открывает дропдаун, проверяет отображение элементов, выбирает Green.","5073","01. Установить Type Green","Frontend","Wed Jul 08 07:52:31 UTC 2026","passed","Wed Jul 08 07:52:36 UTC 2026","Type","Tasks","",""
"Клик по FirstMember без ⌘ — заменяет SecondMember на FirstMember.","5542","04. Замена без ⌘","Frontend","Wed Jul 08 07:52:19 UTC 2026","passed","Wed Jul 08 07:52:25 UTC 2026","Assignee","Tasks","",""
"Создаёт майлстоун через вкладку Milestones на борде.","37831","01. Create milestone on board","Frontend","Wed Jul 08 07:47:32 UTC 2026","broken","Wed Jul 08 07:48:10 UTC 2026","Fields","Milestones","",""
"","12630","Logout","Frontend","Wed Jul 08 07:44:53 UTC 2026","failed","Wed Jul 08 07:45:05 UTC 2026","","Auth","",""
"Заполняет кастомное текстовое поле задачи.","4171","01. Заполнить Custom Field","Frontend","Wed Jul 08 07:53:30 UTC 2026","passed","Wed Jul 08 07:53:34 UTC 2026","Custom Fields","Tasks","",""
"Добавляет две подзадачи, проверяет счётчик на каждом шаге.","5313","01. Добавить Subtasks и проверить счётчики","Frontend","Wed Jul 08 07:53:39 UTC 2026","passed","Wed Jul 08 07:53:45 UTC 2026","Subtasks","Tasks","",""
"Меняет приоритет задачи с Medium на High.","4111","02. Изменить: Medium → High","Frontend","Wed Jul 08 07:51:54 UTC 2026","passed","Wed Jul 08 07:51:58 UTC 2026","Priority","Tasks","",""
"Проверяет что подзадача с вложенной подподзадачей сохранились после конвертации.","0","05. Subtasks и Sub_Subtasks сохранились после конвертации","Frontend","Wed Jul 08 07:55:08 UTC 2026","skipped","Wed Jul 08 07:55:08 UTC 2026","Convert to Milestone","Tasks","",""
"Добавляет блокер и блокинг задачу.","6128","01. Добавить Blocker и Blocking","Frontend","Wed Jul 08 07:53:24 UTC 2026","passed","Wed Jul 08 07:53:30 UTC 2026","Blockers","Tasks","",""
"Устанавливает тип, сбрасывает через Clear type.","4797","06. Clear type","Frontend","Wed Jul 08 07:52:57 UTC 2026","passed","Wed Jul 08 07:53:02 UTC 2026","Type","Tasks","",""
"Устанавливает дату задачи.","4876","01. Установить Date","Frontend","Wed Jul 08 07:53:19 UTC 2026","passed","Wed Jul 08 07:53:23 UTC 2026","Date","Tasks","",""
"Проверяет что название майлстоуна отображается корректно.","0","02. Verify milestone name","Frontend","Wed Jul 08 07:48:12 UTC 2026","skipped","Wed Jul 08 07:48:12 UTC 2026","Fields","Milestones","",""
"Завершает задачу кликом по чекбоксу на карточке борда (без открытия сайдбара).","6684","02. Complete через чекбокс на карточке борды","Frontend","Wed Jul 08 07:54:02 UTC 2026","passed","Wed Jul 08 07:54:08 UTC 2026","Complete","Tasks","",""
"Отмечает задачу как выполненную (Complete) и снимает отметку(UnComplete).
    Проверяет чекбокс и в сайдбаре, и на карточке борды.","4453","01. Complete через чекбокс в сайдбаре","Frontend","Wed Jul 08 07:53:57 UTC 2026","passed","Wed Jul 08 07:54:02 UTC 2026","Complete","Tasks","",""
"Заполняет описание задачи.","4471","01. Заполнить Description","Frontend","Wed Jul 08 07:53:07 UTC 2026","passed","Wed Jul 08 07:53:12 UTC 2026","Description","Tasks","",""
"Завершает задачу через меню '...' в сайдбаре.","4607","04. Complete через меню сайдбара","Frontend","Wed Jul 08 07:54:13 UTC 2026","passed","Wed Jul 08 07:54:18 UTC 2026","Complete","Tasks","",""
