"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","977","Проверка граничной валидации длины title: LENGTH = 2048 for Project","tests.test_backend.document","Wed Nov 12 11:33:23 UTC 2025","passed","Wed Nov 12 11:33:24 UTC 2025","","test_edit_document","",""
"
    Тест проверки получения задачи под разными ролями с валидацией набора полей и типов.
    ","586","Get task: клиент=client_with_access_only_in_space, ожидаемый статус=400","tests.test_backend.task_service.get_task.access_get_task","Wed Nov 12 11:39:21 UTC 2025","passed","Wed Nov 12 11:39:22 UTC 2025","","test_get_task","",""
"
    Тестирование создания подзадачи разными пользовательскими ролями и проверка
    ожидаемого поведения на основе прав доступа роли.

    Этот тест оценивает может ли клиент с разными уровнями доступа создавать
    подзадачу для родительской задачи. Также проверяются корректные связи между
    родительской задачей и подзадачей, включая поля `parentTask` и `subtasks`.

    ","2418","Тестирование создания подзадачи разными пользовательскими ролями: клиент=guest_client, ожидаемый статус=403","access_task","Wed Nov 12 11:35:15 UTC 2025","passed","Wed Nov 12 11:35:18 UTC 2025","","test_create_sub","",""
"","1387","Получение списка борд: проверка созданных борд и их обязательных полей(name, projectId, createdAt)","tests.test_backend.board","Wed Nov 12 11:28:38 UTC 2025","passed","Wed Nov 12 11:28:40 UTC 2025","","test_get_boards","",""
"","839","Дублирование Personal-документа: создание guest, дублирование owner","tests.test_backend.document.access_doc","Wed Nov 12 11:29:41 UTC 2025","passed","Wed Nov 12 11:29:41 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"Проверяет что запрос выполняется за разумное время","6309","Проверка производительности запроса","tests.test_backend.task_service.get_tasks","Wed Nov 12 11:40:10 UTC 2025","passed","Wed Nov 12 11:40:17 UTC 2025","","test_get_tasks_performance","",""
"
    Тест проверяет дублирование документов разными ролями и типами документов. Тест проверяет, что документы могут быть
    созданы одной ролью и продублированы другой в соответствии с ожидаемыми условиями, указанными в параметризации.
    ","1237","Дублирование Project-документа: создание owner, дублирование manager","tests.test_backend.document.access_doc","Wed Nov 12 11:29:02 UTC 2025","passed","Wed Nov 12 11:29:04 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"","251","Негативный кейс: documentId=nonexistent_id","tests.test_backend.document","Wed Nov 12 11:33:36 UTC 2025","passed","Wed Nov 12 11:33:36 UTC 2025","","test_get_document","",""
"
    Проверяет функциональность создания и редактирования документов для разных ролей в системе. Тест проверяет,
    могут ли пользователи с определенными ролями (владелец, менеджер, участник и гость) создавать и редактировать
    документы, обеспечивая правильное поведение контроля доступа на основе ролей. Использует параметризацию для
    тестирования различных комбинаций ролей создателей и редакторов документов.
    ","1756","Редактирование Project-документа: создание member, редактирование owner","tests.test_backend.document.access_doc","Wed Nov 12 11:30:17 UTC 2025","passed","Wed Nov 12 11:30:19 UTC 2025","","test_edit_doc_access_by_roles","",""
"","804","Архивирование Project-документа для роли owner","tests.test_backend.document.access_doc","Wed Nov 12 11:28:45 UTC 2025","passed","Wed Nov 12 11:28:45 UTC 2025","","test_archive_doc","",""
"Проверяет что без указания sortDirection сортировка происходит по возрастанию","495","Проверка сортировки по умолчанию (должна быть по возрастанию)","tests.test_backend.task_service.get_tasks","Wed Nov 12 11:40:24 UTC 2025","passed","Wed Nov 12 11:40:25 UTC 2025","","test_get_tasks_sorting_by_created_at_asc","",""
"","269","Создание кастомного поля типа: Number","tests.test_backend.board","Wed Nov 12 11:28:31 UTC 2025","passed","Wed Nov 12 11:28:31 UTC 2025","","test_create_board","",""
"
    Проверяет доступ к siblings документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя
    - Типа документа (Space/Project)

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings
    ","1846","Проверка доступа к siblings Space-документа: создатель - member, просматривающий - guest","tests.test_backend.document.access_doc","Wed Nov 12 11:31:43 UTC 2025","passed","Wed Nov 12 11:31:45 UTC 2025","","test_get_siblings_doc_access","",""
"
    Создаём родительскую задачу с milestone parent_ms_1,
    затем три подзадачи:
    - первая с milestone subtask_ms_1
    - вторая с milestone subtask_ms_2
    - третья без milestone
    Проверяем, что все задачи корректно видны в соответствующих milestones.
    ","8708","Проверка что все задачи корректно видны в соответствующих milestones.","create_task","Wed Nov 12 11:39:10 UTC 2025","passed","Wed Nov 12 11:39:18 UTC 2025","","test_tasks_visibility_in_correct_milestones","",""
"","212","Авторизован, но не участник пространства — дублирование запрещено Member","tests.test_backend.document","Wed Nov 12 11:33:12 UTC 2025","passed","Wed Nov 12 11:33:12 UTC 2025","","test_duplicate_document","",""
"","1108","Получение списка борд: проверка, что все созданные борды присутствуют в ответе(board_names)","tests.test_backend.board","Wed Nov 12 11:28:37 UTC 2025","passed","Wed Nov 12 11:28:38 UTC 2025","","test_get_boards","",""
