"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 14 09:10:12 UTC 2026","Mon Sep 14 09:10:13 UTC 2026","180","Public API","History","Pagination","","","limit=5 возвращает ровно 5 items и hasMore=true","limit ограничивает количество items в ответе."
"passed","Mon Sep 14 09:10:24 UTC 2026","Mon Sep 14 09:10:25 UTC 2026","1218","Public API","History","History Kinds","","","GetHistory kind='Project' возвращает 200 и items (Project)","
    Проверяем что GetHistory возвращает 200 и непустой items для каждого kind.
    "
"passed","Mon Sep 14 09:10:09 UTC 2026","Mon Sep 14 09:10:09 UTC 2026","183","Public API","History","Event Keys","","","eventKeys=TASK_CREATED — только события TASK_CREATED","eventKeys с одним значением фильтрует только указанный тип событий."
"passed","Mon Sep 14 09:10:17 UTC 2026","Mon Sep 14 09:10:19 UTC 2026","1887","Public API","History","Pagination","","","limit=1 возвращает ровно 1 item","limit=1 возвращает ровно 1 item."
"passed","Mon Sep 14 09:10:05 UTC 2026","Mon Sep 14 09:10:05 UTC 2026","206","Public API","History","Date Range","","","[Project] dateRange [2026-08-25, 2026-08-27) — start включительно, end исключительно","dateRange [start, end) для kind=Project — динамические даты из реальных событий."
"passed","Mon Sep 14 09:10:08 UTC 2026","Mon Sep 14 09:10:08 UTC 2026","193","Public API","History","Date Range","","","[Project] dateRangeEnd=2026-09-04 — все items < end","Только dateRangeEnd для kind=Project — все items < end."
"passed","Mon Sep 14 09:09:58 UTC 2026","Mon Sep 14 09:09:58 UTC 2026","291","Public API","History","Date Range","","","[Space] dateRange [2026-08-25, 2026-08-27) — start включительно, end исключительно","dateRange [start, end) — items внутри интервала, нет items вне.

    Фильтрация по дням — как на фронте, где пользователь выбирает даты без времени.
    "
"passed","Mon Sep 14 09:10:22 UTC 2026","Mon Sep 14 09:10:22 UTC 2026","167","Public API","History","Pagination","","","[Negative] limit=-1 → 400 (limit must be a positive number)","Невалидный limit (0, отрицательный) возвращает 400."
"passed","Mon Sep 14 09:10:20 UTC 2026","Mon Sep 14 09:10:21 UTC 2026","480","Public API","History","Pagination","","","[Negative] limit=0 → 400 (limit must be a positive number)","Невалидный limit (0, отрицательный) возвращает 400."
"passed","Mon Sep 14 09:10:32 UTC 2026","Mon Sep 14 09:10:33 UTC 2026","858","Public API","History","Rate Limit","","","Быстрые последовательные запросы — 429 Rate Limit","Rate limit публичного API — 1 запрос в секунду.
    Отправляем до 20 запросов подряд без пауз через клиент без retry.
    Ожидаем, что сервер вернёт 429 Too Many Requests на одном из запросов."
"passed","Mon Sep 14 09:10:23 UTC 2026","Mon Sep 14 09:10:23 UTC 2026","301","Public API","History","History Kinds","","","GetHistory kind='Space' возвращает 200 и items (Space)","
    Проверяем что GetHistory возвращает 200 и непустой items для каждого kind.
    "
"passed","Mon Sep 14 09:10:16 UTC 2026","Mon Sep 14 09:10:16 UTC 2026","303","Public API","History","Pagination","","","limit=1000 (больше всех событий) — hasMore=false, все items","limit больше общего количества событий — возвращает все items и hasMore=false."
"passed","Mon Sep 14 09:10:26 UTC 2026","Mon Sep 14 09:10:26 UTC 2026","193","Public API","History","History Kinds","","","GetHistory kind='Task' возвращает 200 и items (Task)","
    Проверяем что GetHistory возвращает 200 и непустой items для каждого kind.
    "
"passed","Mon Sep 14 09:10:31 UTC 2026","Mon Sep 14 09:10:31 UTC 2026","303","Public API","History","Positive","","","Элементы items в ответе содержат обязательные поля","
    Проверяем структуру элементов items в ответе:
    - обязательные поля (_id, key, createdAt, type, data, creatorId) присутствуют в каждом элементе
    - источник: интерфейс IHistory
    "
