"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    Тест проверяет дублирование документов разными ролями и типами документов. Тест проверяет, что документы могут быть
    созданы одной ролью и продублированы другой в соответствии с ожидаемыми условиями, указанными в параметризации.
    ","976","Дублирование Project-документа: создание manager, дублирование owner","tests.test_backend.document.access_doc","Fri Nov 07 13:44:47 UTC 2025","passed","Fri Nov 07 13:44:48 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"","248","Создание документа — кейс: [empty string] (ожидается 200)","tests.test_backend.document","Fri Nov 07 13:47:51 UTC 2025","passed","Fri Nov 07 13:47:52 UTC 2025","","test_create_document","",""
"","649","Редактирование Personal-документа: создание member, редактирование manager","tests.test_backend.document.access_doc","Fri Nov 07 13:45:58 UTC 2025","passed","Fri Nov 07 13:45:58 UTC 2025","","test_edit_doc_access_by_roles","",""
"
    Проверяет доступ к siblings документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя
    - Типа документа (Space/Project)

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings
    ","1603","Проверка доступа к siblings Project-документа: создатель - member, просматривающий - member","tests.test_backend.document.access_doc","Fri Nov 07 13:47:14 UTC 2025","passed","Fri Nov 07 13:47:16 UTC 2025","","test_get_siblings_doc_access","",""
"","416","Попытка получить документ из чужого space (kind=Space) — должен вернуться AccessDenied","tests.test_backend.document.access_doc","Fri Nov 07 13:44:42 UTC 2025","passed","Fri Nov 07 13:44:43 UTC 2025","","test_doc_access_for_foreign","",""
"","153","Попытка редактировать документ из чужого space (kind=Member)— должен вернуться MemberDidNotFound","tests.test_backend.document","Fri Nov 07 13:48:15 UTC 2025","passed","Fri Nov 07 13:48:15 UTC 2025","","test_edit_document","",""
"
    Тест проверяет увеличение счетчика total сабтасок у родительской задачи после добавления сабтасок.
    ","19500","Проверка счетчика сабтасок в taskTable в родительской задаче","create_task","Fri Nov 07 13:50:59 UTC 2025","passed","Fri Nov 07 13:51:18 UTC 2025","","test_taskTable_total_subtask_counter","",""
"","493","Негативный кейс: invalid kindId","tests.test_backend.document","Fri Nov 07 13:48:37 UTC 2025","passed","Fri Nov 07 13:48:37 UTC 2025","","test_get_documents","",""
"","827","Негативный сценарий: гостевой пользователь не может получить siblings (kind=Project)","tests.test_backend.document","Fri Nov 07 13:49:32 UTC 2025","passed","Fri Nov 07 13:49:33 UTC 2025","","test_get_siblings","",""
"","145","Test space name length limit","tests.test_backend.space","Fri Nov 07 13:49:45 UTC 2025","passed","Fri Nov 07 13:49:45 UTC 2025","","test_space","",""
"
    Проверяет доступ к siblings персональных (Member) документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings

    Особенность: к персональным документам имеет доступ только их владелец
    ","1509","Проверка доступа к siblings персонального документа: создатель - manager, просматривающий - guest","tests.test_backend.document.access_doc","Fri Nov 07 13:47:28 UTC 2025","passed","Fri Nov 07 13:47:29 UTC 2025","","test_get_siblings_doc_access","",""
"
    Проверяет доступ к siblings персональных (Member) документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings

    Особенность: к персональным документам имеет доступ только их владелец
    ","1450","Проверка доступа к siblings персонального документа: создатель - member, просматривающий - member","tests.test_backend.document.access_doc","Fri Nov 07 13:47:32 UTC 2025","passed","Fri Nov 07 13:47:34 UTC 2025","","test_get_siblings_doc_access","",""
"","517","Создание документа с дублирующимся title","tests.test_backend.document","Fri Nov 07 13:47:56 UTC 2025","passed","Fri Nov 07 13:47:56 UTC 2025","","test_create_document","",""
"","445","Попытка получить документ из чужого space (kind=Project) — должен вернуться AccessDenied","tests.test_backend.document.access_doc","Fri Nov 07 13:44:42 UTC 2025","passed","Fri Nov 07 13:44:42 UTC 2025","","test_doc_access_for_foreign","",""
"
    Тест проверяет дублирование документов разными ролями и типами документов. Тест проверяет, что документы могут быть
    созданы одной ролью и продублированы другой в соответствии с ожидаемыми условиями, указанными в параметризации.
    ","942","Дублирование Space-документа: создание owner, дублирование owner","tests.test_backend.document.access_doc","Fri Nov 07 13:44:55 UTC 2025","passed","Fri Nov 07 13:44:56 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"
    Проверяет функциональность архивации Space-документа с разными ролями и уровнями доступа.

    Тест создает Space-документ, используя случайного клиента с повышенными правами (владелец, менеджер или участник),
    и оценивает возможность архивации документа на основе предоставленной роли client_fixture.
    Проверяется, что возвращаются корректные коды состояния в зависимости от прав пользователя.
    Дополнительно, в случаях, когда доступ запрещен и ожидаемый статус 403, документ архивируется после теста
    с использованием случайного клиента с повышенными правами.
    ","880","Архивирование Space-документа для роли owner","tests.test_backend.document.access_doc","Fri Nov 07 13:44:26 UTC 2025","passed","Fri Nov 07 13:44:27 UTC 2025","","test_archive_doc","",""
"","215","Валидация поля limit для board group: 123","tests.test_backend.board","Fri Nov 07 13:44:14 UTC 2025","passed","Fri Nov 07 13:44:14 UTC 2025","","board_validation_test","",""
"
    Проверяет доступ к siblings персональных (Member) документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings

    Особенность: к персональным документам имеет доступ только их владелец
    ","1512","Проверка доступа к siblings персонального документа: создатель - owner, просматривающий - guest","tests.test_backend.document.access_doc","Fri Nov 07 13:47:22 UTC 2025","passed","Fri Nov 07 13:47:23 UTC 2025","","test_get_siblings_doc_access","",""
"","195","Ошибка при попытке получить борду по несуществующему boardId","tests.test_backend.board","Fri Nov 07 13:44:24 UTC 2025","passed","Fri Nov 07 13:44:24 UTC 2025","","test_get_board","",""
"
    Тест проверки получения задачи под разными ролями с валидацией набора полей и типов.
    ","421","Get task: клиент=client_with_access_only_in_space, ожидаемый статус=400","tests.test_backend.task_service.get_task.access_get_task","Fri Nov 07 13:53:39 UTC 2025","passed","Fri Nov 07 13:53:39 UTC 2025","","test_get_task","",""
"","439","Позитивный сценарий: успешный экспорт Y-Doc для документа. Member","tests.test_backend.document","Fri Nov 07 13:49:38 UTC 2025","passed","Fri Nov 07 13:49:39 UTC 2025","","test_get_y_document","",""
"
    Тест для проверки создания и архивирования Space-документа с разными клиентскими ролями.
    Тест выполняет следующие шаги для каждой роли:
    1. Создает Space-документ с использованием предоставленной клиентской роли.
    2. Проверяет, что статус ответа соответствует ожидаемому результату.
    3. Если создание документа успешно (статус 200):
       - Проверяет, что заголовок созданного документа соответствует ожидаемому.
       - Архивирует созданный Space-документ и проверяет статус запроса на архивирование.
    ","515","Создание Space-документа для роли owner","tests.test_backend.document.access_doc","Fri Nov 07 13:44:35 UTC 2025","passed","Fri Nov 07 13:44:36 UTC 2025","","test_create_doc_access_by_roles","",""
"","299","Запрос документов с kind=Space, но с чужим spaceId","tests.test_backend.document","Fri Nov 07 13:48:45 UTC 2025","passed","Fri Nov 07 13:48:45 UTC 2025","","test_get_documents","",""
"","204","Негативный кейс: documentId=nonexistent_id","tests.test_backend.document","Fri Nov 07 13:48:31 UTC 2025","passed","Fri Nov 07 13:48:31 UTC 2025","","test_get_document","",""
"","440","Успешное получение документа по documentId (kind=Space)","tests.test_backend.document","Fri Nov 07 13:48:30 UTC 2025","passed","Fri Nov 07 13:48:30 UTC 2025","","test_get_document","",""
"","1098","Дублирование Personal-документа: создание manager, дублирование owner","tests.test_backend.document.access_doc","Fri Nov 07 13:45:10 UTC 2025","passed","Fri Nov 07 13:45:11 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"
    Создание сабтаска с собственным milestone.
    Сабтаск отображает milestone B (из payload), а не наследует milestone A от родителя.
    ","3385","Новая логика: Milestone у сабтаска берется из payload, а не наследуются от родителя","create_task","Fri Nov 07 13:50:43 UTC 2025","passed","Fri Nov 07 13:50:46 UTC 2025","","test_subtask_milestones_from_payload","",""
