"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","479","Создание документа с дублирующимся title","tests.test_backend.document","Mon Nov 10 13:19:55 UTC 2025","passed","Mon Nov 10 13:19:56 UTC 2025","","test_create_document","",""
"","183","Негативные сценарии: некорректный documentId. id=None","tests.test_backend.document","Mon Nov 10 13:20:13 UTC 2025","passed","Mon Nov 10 13:20:13 UTC 2025","","test_edit_document","",""
"
    Тест проверяет дублирование документов разными ролями и типами документов. Тест проверяет, что документы могут быть
    созданы одной ролью и продублированы другой в соответствии с ожидаемыми условиями, указанными в параметризации.
    ","864","Дублирование Space-документа: создание member, дублирование member","tests.test_backend.document.access_doc","Mon Nov 10 13:17:15 UTC 2025","passed","Mon Nov 10 13:17:16 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"","248","Запрос документов с kind=Project, но с чужим spaceId","tests.test_backend.document","Mon Nov 10 13:20:42 UTC 2025","passed","Mon Nov 10 13:20:42 UTC 2025","","test_get_documents","",""
"","197","Валидация поля group name: empty string → ожидали 400","tests.test_backend.board","Mon Nov 10 13:16:23 UTC 2025","passed","Mon Nov 10 13:16:23 UTC 2025","","board_validation_test","",""
"
    Проверяет доступ к siblings документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя
    - Типа документа (Space/Project)

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings
    ","1537","Проверка доступа к siblings Project-документа: создатель - member, просматривающий - manager","tests.test_backend.document.access_doc","Mon Nov 10 13:19:13 UTC 2025","passed","Mon Nov 10 13:19:15 UTC 2025","","test_get_siblings_doc_access","",""
"
    Тест проверки получения задачи под разными ролями с валидацией набора полей и типов.
    ","392","Get task: клиент=manager_client, ожидаемый статус=200","tests.test_backend.task_service.get_task.access_get_task","Mon Nov 10 13:25:24 UTC 2025","passed","Mon Nov 10 13:25:25 UTC 2025","","test_get_task","",""
"","138","Запрос документов с kind=Member, но с чужим spaceId","tests.test_backend.document","Mon Nov 10 13:20:43 UTC 2025","passed","Mon Nov 10 13:20:43 UTC 2025","","test_get_documents","",""
"","602","Редактирование Personal-документа: создание owner, редактирование member","tests.test_backend.document.access_doc","Mon Nov 10 13:17:59 UTC 2025","passed","Mon Nov 10 13:17:59 UTC 2025","","test_edit_doc_access_by_roles","",""
" ","347","Попытка экспортировать Y-Doc из чужого space(kind=Member)— должен вернуться SpaceIdNotSpecified","tests.test_backend.document","Mon Nov 10 13:21:38 UTC 2025","passed","Mon Nov 10 13:21:38 UTC 2025","","test_get_y_document","",""
"","1025","Проверка граничной валидации длины title: LENGTH = 2048 for Space","tests.test_backend.document","Mon Nov 10 13:20:20 UTC 2025","passed","Mon Nov 10 13:20:21 UTC 2025","","test_edit_document","",""
"
    Единственный ребёнок: нет prevSibling/nextSibling, parents содержит родителя.
    ","1045","Проверяем siblins для единственного SoloChild (kind=Member)","tests.test_backend.document","Mon Nov 10 13:21:17 UTC 2025","passed","Mon Nov 10 13:21:19 UTC 2025","","test_get_siblings","",""
"
    Test to verify negative access scenarios for a board.

    ","296","Негативный тест на доступ к борде: клиент=foreign_client, ожидаемый статус=403","tests.test_backend.board.access_board","Mon Nov 10 13:16:16 UTC 2025","passed","Mon Nov 10 13:16:16 UTC 2025","","test_matrix_access_board","",""
"
    Проверяет функциональность создания и редактирования документов для разных ролей в системе. Тест проверяет,
    могут ли пользователи с определенными ролями (владелец, менеджер, участник и гость) создавать и редактировать
    документы, обеспечивая правильное поведение контроля доступа на основе ролей. Использует параметризацию для
    тестирования различных комбинаций ролей создателей и редакторов документов.
    ","620","Редактирование Space-документа: создание manager, редактирование guest","tests.test_backend.document.access_doc","Mon Nov 10 13:17:37 UTC 2025","passed","Mon Nov 10 13:17:38 UTC 2025","","test_edit_doc_access_by_roles","",""
"","196","Негативные сценарии: некорректный documentId. id=000000000000000000000000","tests.test_backend.document","Mon Nov 10 13:20:12 UTC 2025","passed","Mon Nov 10 13:20:13 UTC 2025","","test_edit_document","",""
"
    Проверяет функциональность создания и редактирования документов для разных ролей в системе. Тест проверяет,
    могут ли пользователи с определенными ролями (владелец, менеджер, участник и гость) создавать и редактировать
    документы, обеспечивая правильное поведение контроля доступа на основе ролей. Использует параметризацию для
    тестирования различных комбинаций ролей создателей и редакторов документов.
    ","1451","Редактирование Project-документа: создание owner, редактирование manager","tests.test_backend.document.access_doc","Mon Nov 10 13:17:44 UTC 2025","passed","Mon Nov 10 13:17:45 UTC 2025","","test_edit_doc_access_by_roles","",""
"","768","Проверка граничной валидации длины title: LENGTH = 2048 for Member","tests.test_backend.document","Mon Nov 10 13:20:22 UTC 2025","passed","Mon Nov 10 13:20:23 UTC 2025","","test_edit_document","",""
"
    Проверяем, что owner_client имеет доступ к main_space_doc и main_project_doc,
    но не имеет доступа к main_personal_doc.
    ","560","Проверка доступа owner_client к документам пространства, проекта и персональному документу","tests.test_backend.document.access_doc","Mon Nov 10 13:19:49 UTC 2025","passed","Mon Nov 10 13:19:49 UTC 2025","","test_matrix_access_docs","",""
"
    Проверяем, что space_client имеет доступ к main_space_doc и не имеет доступа к main_personal_doc и main_project_doc.

    ","677","Проверка доступа space_client к основному документу и отсутствия доступа к проектному документу и персональному документу","tests.test_backend.document.access_doc","Mon Nov 10 13:19:47 UTC 2025","passed","Mon Nov 10 13:19:48 UTC 2025","","test_matrix_access_docs","",""
"
    Тест для проверки создания и архивирования Space-документа с разными клиентскими ролями.
    Тест выполняет следующие шаги для каждой роли:
    1. Создает Space-документ с использованием предоставленной клиентской роли.
    2. Проверяет, что статус ответа соответствует ожидаемому результату.
    3. Если создание документа успешно (статус 200):
       - Проверяет, что заголовок созданного документа соответствует ожидаемому.
       - Архивирует созданный Space-документ и проверяет статус запроса на архивирование.
    ","391","Создание Space-документа для роли member","tests.test_backend.document.access_doc","Mon Nov 10 13:16:46 UTC 2025","passed","Mon Nov 10 13:16:47 UTC 2025","","test_create_doc_access_by_roles","",""
"
    Проверяет доступ к siblings документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя
    - Типа документа (Space/Project)

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings
    ","1738","Проверка доступа к siblings Project-документа: создатель - owner, просматривающий - owner","tests.test_backend.document.access_doc","Mon Nov 10 13:18:58 UTC 2025","passed","Mon Nov 10 13:19:00 UTC 2025","","test_get_siblings_doc_access","",""
