"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","197","Validation project: Проверка предельной длины slug","Project Service","Thu Feb 05 07:20:55 UTC 2026","passed","Thu Feb 05 07:20:55 UTC 2026","","Validation project","",""
"","139","Duplicate document: Авторизован, но не участник пространства — дублирование запрещено Project","Document Service","Thu Feb 05 07:17:03 UTC 2026","passed","Thu Feb 05 07:17:04 UTC 2026","","Access document","",""
"","198","Edit document Validation: Негативные сценарии: некорректный documentId. id=None","Document Service","Thu Feb 05 07:19:37 UTC 2026","passed","Thu Feb 05 07:19:38 UTC 2026","","test_edit_document","",""
"","188","Validation project: Создание проекта с невалидным slug (не латиница)","Project Service","Thu Feb 05 07:20:55 UTC 2026","passed","Thu Feb 05 07:20:55 UTC 2026","","Validation project","",""
"","245","Create document: Проверка структуры ответа при создании документа","Document Service","Thu Feb 05 07:19:25 UTC 2026","passed","Thu Feb 05 07:19:26 UTC 2026","","test_create_document","",""
"","625","Редактирование Personal-документа: создание manager, редактирование guest","Document Service","Thu Feb 05 07:17:40 UTC 2026","passed","Thu Feb 05 07:17:41 UTC 2026","","Access document","",""
"","194","GetTasks ids: несколько существующих id -> соответствующие задачи в ответе","Task Service","Thu Feb 05 07:27:39 UTC 2026","passed","Thu Feb 05 07:27:39 UTC 2026","Filtered by criteria","Get Tasks","",""
"","190","GetTasks ids: несуществующие id -> 200 и пустой tasks","Task Service","Thu Feb 05 07:27:40 UTC 2026","passed","Thu Feb 05 07:27:40 UTC 2026","Filtered by criteria","Get Tasks","",""
"","205","Edit project description access: клиент=owner_client, ожидаемый статус=200","Project Service","Thu Feb 05 07:21:07 UTC 2026","passed","Thu Feb 05 07:21:07 UTC 2026","","Edit project","",""
"
    Проверяет доступ к siblings документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя
    - Типа документа (Space/Project)

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings
    ","1778","Проверка доступа к siblings Project-документа: создатель - owner, просматривающий - owner","Document Service","Thu Feb 05 07:18:27 UTC 2026","passed","Thu Feb 05 07:18:28 UTC 2026","","Access document","",""
"","189","GetTasks project: неверный формат идентификатора — ожидаем ошибку валидации 'project must be a mongodb id'","Task Service","Thu Feb 05 07:28:08 UTC 2026","passed","Thu Feb 05 07:28:08 UTC 2026","Filtered by criteria","Get Tasks","",""
"
    Проверяет доступ к siblings документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя
    - Типа документа (Space/Project)

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings
    ","1532","Проверка доступа к siblings Space-документа: создатель - member, просматривающий - owner","Document Service","Thu Feb 05 07:18:21 UTC 2026","passed","Thu Feb 05 07:18:22 UTC 2026","","Access document","",""
"
    Проверяем доступ к списку недавних документов для ролей owner, manager, member, guest.
    Создаются тестовые документы, проверяется их доступность
    и корректный порядок отображения после повторной маркировки.
    ","0","test_get_recent_documents_access_by_roles[space_docs-member]","Document Service","Thu Feb 05 07:18:08 UTC 2026","skipped","Thu Feb 05 07:18:08 UTC 2026","","Access document","",""
"","211","Edit project description access: клиент=manager_client, ожидаемый статус=200","Project Service","Thu Feb 05 07:21:07 UTC 2026","passed","Thu Feb 05 07:21:07 UTC 2026","","Edit project","",""
"
    Проверяет функциональность создания и редактирования документов для разных ролей в системе. Тест проверяет,
    могут ли пользователи с определенными ролями (владелец, менеджер, участник и гость) создавать и редактировать
    документы, обеспечивая правильное поведение контроля доступа на основе ролей. Использует параметризацию для
    тестирования различных комбинаций ролей создателей и редакторов документов.
    ","584","Редактирование Space-документа: создание member, редактирование guest","Document Service","Thu Feb 05 07:17:19 UTC 2026","passed","Thu Feb 05 07:17:20 UTC 2026","","Access document","",""
"Тест проверки siblins и родителей для родительского документа","895","Проверка отсутствия siblins и родителей для одного корневого документа (kind=Project)","Document Service","Thu Feb 05 07:20:14 UTC 2026","passed","Thu Feb 05 07:20:15 UTC 2026","","test_get_siblings","",""
"
    Негативный сценарий: разные некорректные document_id.
    ","187","Негативный экспорт Y-Doc для document_id=","Document Service","Thu Feb 05 07:20:51 UTC 2026","passed","Thu Feb 05 07:20:52 UTC 2026","","test_get_y_document","",""
"
    Проверяет функциональность создания и редактирования документов для разных ролей в системе. Тест проверяет,
    могут ли пользователи с определенными ролями (владелец, менеджер, участник и гость) создавать и редактировать
    документы, обеспечивая правильное поведение контроля доступа на основе ролей. Использует параметризацию для
    тестирования различных комбинаций ролей создателей и редакторов документов.
    ","1389","Редактирование Space-документа: создание manager, редактирование owner","Document Service","Thu Feb 05 07:17:10 UTC 2026","passed","Thu Feb 05 07:17:11 UTC 2026","","Access document","",""
"","9193","GetTasks completedAt_asc: Проверка сортировки задач по completedAt- ненулевые по возрастанию, затем null (в пределах лимита)","Task Service","Thu Feb 05 07:26:57 UTC 2026","passed","Thu Feb 05 07:27:06 UTC 2026","Sort by Direction ASC","Get Tasks","",""
"","426","Редактирование кастомного поля типа: Member","Board Service","Thu Feb 05 07:16:13 UTC 2026","passed","Thu Feb 05 07:16:13 UTC 2026","","test_create_board","",""
"
    Создание сабтасков с разными milestone.

    Шаги:
    1. Получить ID milestone для родителя (A), сабтасков (B и C).
    2. Создать родительскую задачу.
    3. Сформировать payload с несколькими сабтасками (разные milestone, пустой milestone).
    4. Создать сабтаски.
    5. Проверить, что у каждого сабтаска свой milestone/отсутствие milestone.
    6. Удалить все созданные сабтаски и родителя.
    ","6533","Create Task: Проверка создания нескольких сабтасков с разными milestone, также не наследует milestone родителя.","Task Service","Thu Feb 05 07:22:05 UTC 2026","passed","Thu Feb 05 07:22:12 UTC 2026","","Create Task","",""
"","197","Get project: клиент=manager_client, ожидаемый статус=200","Project Service","Thu Feb 05 07:21:04 UTC 2026","passed","Thu Feb 05 07:21:04 UTC 2026","","Access project","",""
"
    Тест проверяет корректность позиционирования задач при создании новой задачи в группе на доске (board).
    ","2776","Проверка index -> ожидаемая позиция задачи в колонке| Пустая группа, индекс не указан ","Task Service","Thu Feb 05 07:22:45 UTC 2026","passed","Thu Feb 05 07:22:48 UTC 2026","","Create Task","",""
"
    Проверяем архивирование всех документов в пространстве и проекте.
    ","201","Document Service: Проверяем архивирование всех документов в спейсе и проекте","Document Service","Thu Feb 05 07:19:20 UTC 2026","passed","Thu Feb 05 07:19:20 UTC 2026","","test_archive_all_docs","",""
"Проверяет поведение при запросе с несуществующим space_id","134","GetTasks validation: Проверка получения задач с невалидным space_id","Task Service","Thu Feb 05 07:28:45 UTC 2026","passed","Thu Feb 05 07:28:46 UTC 2026","","Get Tasks","",""
"","793","Редактирование Personal-документа: создание owner, редактирование guest","Document Service","Thu Feb 05 07:17:37 UTC 2026","passed","Thu Feb 05 07:17:38 UTC 2026","","Access document","",""
"","763","Edit document title: Проверка граничной валидации длины title: LENGTH = 2049 for Member","Document Service","Thu Feb 05 07:19:50 UTC 2026","passed","Thu Feb 05 07:19:50 UTC 2026","","test_edit_document","",""
"","1086","Edit document title: Проверка граничной валидации длины title: LENGTH = 2049 for Project","Document Service","Thu Feb 05 07:19:46 UTC 2026","passed","Thu Feb 05 07:19:47 UTC 2026","","test_edit_document","",""
"","184","Get document validation: Негативный кейс documentId=None","Document Service","Thu Feb 05 07:19:52 UTC 2026","passed","Thu Feb 05 07:19:52 UTC 2026","","test_get_document","",""
"Проверяем что пользователи могут получить только свои personal документы","369","Проверка доступа к personal документу для роли member","Document Service","Thu Feb 05 07:18:04 UTC 2026","passed","Thu Feb 05 07:18:04 UTC 2026","","Access document","",""
" ","367","Попытка экспортировать Y-Doc из чужого space(kind=Member)— должен вернуться SpaceIdNotSpecified","Document Service","Thu Feb 05 07:20:52 UTC 2026","passed","Thu Feb 05 07:20:53 UTC 2026","","test_get_y_document","",""
"","892","Получение списка борд: проверка, что все созданные борды присутствуют в ответе(board_names)","Board Service","Thu Feb 05 07:16:15 UTC 2026","passed","Thu Feb 05 07:16:16 UTC 2026","","test_get_boards","",""
"","673","Archive document: Архивирование Project-документа для роли manager","Document Service","Thu Feb 05 07:16:21 UTC 2026","passed","Thu Feb 05 07:16:21 UTC 2026","","Access document","",""
"
    Проверяет успешное редактирование поля 'coverImage' задачи.
    ","682","Edit Task Cover_image: Проверка редактирования поля 'coverImage'","Task Service","Thu Feb 05 07:25:30 UTC 2026","passed","Thu Feb 05 07:25:31 UTC 2026","Cover_image edit Task","Edit Task","",""
"","613","Archive document: Архивирование Project-документа для роли guest","Document Service","Thu Feb 05 07:16:22 UTC 2026","passed","Thu Feb 05 07:16:23 UTC 2026","","Access document","",""
"
    Проверяет, что при сортировке по 'priority' в возрастающем порядке,
    задачи действительно отсортированы корректно.
    ","206","GetTasks priority_asc: проверка сортировки по priority (возрастание)","Task Service","Thu Feb 05 07:26:56 UTC 2026","passed","Thu Feb 05 07:26:57 UTC 2026","Sort by Direction ASC","Get Tasks","",""
"","868","Validation project Slug: Проверка slug - уникальность до создания, неуникальность после создания, и ошибка при дубликате","Project Service","Thu Feb 05 07:20:54 UTC 2026","passed","Thu Feb 05 07:20:55 UTC 2026","","Validation project","",""
"","9706","GetTasks board: валидная доска — успешный ответ и задачи этой доски","Task Service","Thu Feb 05 07:27:24 UTC 2026","passed","Thu Feb 05 07:27:34 UTC 2026","Filtered by criteria","Get Tasks","",""
"","185","APP-2763: Ошибка при создании борды с длинным заголовком custom field: Boolean","Board Service","Thu Feb 05 07:16:06 UTC 2026","passed","Thu Feb 05 07:16:06 UTC 2026","","board_validation_test","",""
"
    Тест для проверки создания и архивирования Space-документа с разными клиентскими ролями.
    Тест выполняет следующие шаги для каждой роли:
    1. Создает Space-документ с использованием предоставленной клиентской роли.
    2. Проверяет, что статус ответа соответствует ожидаемому результату.
    3. Если создание документа успешно (статус 200):
       - Проверяет, что заголовок созданного документа соответствует ожидаемому.
       - Архивирует созданный Space-документ и проверяет статус запроса на архивирование.
    ","455","Создание Space-документа для роли owner","Document Service","Thu Feb 05 07:16:25 UTC 2026","passed","Thu Feb 05 07:16:26 UTC 2026","","Access document","",""
"","255","GetTasks completedAt: Проверка сортировки задач по completedAt: ненулевые по убыванию, затем null (в пределах лимита)","Task Service","Thu Feb 05 07:27:14 UTC 2026","passed","Thu Feb 05 07:27:15 UTC 2026","Sort by Direction DESC","Get Tasks","",""
