"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    Проверяет, что при попытке установить dueStart позже, чем dueEnd,
    возвращается ошибка валидации.
    ","607","Edit Task Due date: Проверка ошибки, когда дата начала позже даты окончания","Task Service","Fri Feb 06 09:54:12 UTC 2026","passed","Fri Feb 06 09:54:13 UTC 2026","Due date edit Task","Edit Task","",""
"
    Проверка фильтрации по конкретному проекту для всех ролей:
    - роли с доступом: HTTP 200 и все задачи принадлежат указаному проекту;
    ","4810","Доступ к таскам с фильтрацией по project под ролью Guest (HTTP 200)","Task Service","Fri Feb 06 09:55:23 UTC 2026","passed","Fri Feb 06 09:55:28 UTC 2026","Access get Tasks","Get Tasks","",""
"
    Проверяет, что при archived=true и сортировке по archivedAt в возрастающем порядке,
    задачи действительно отсортированы корректно.
    ","387","GetTasks archived_at_asc: проверка сортировки по archivedAt при archived=true (возрастание)","Task Service","Fri Feb 06 09:55:34 UTC 2026","passed","Fri Feb 06 09:55:34 UTC 2026","Sort by Direction ASC","Get Tasks","",""
"","1474","Archive document: Архивирование Personal-документа для роли manager, документ создан в роли Member","Document Service","Fri Feb 06 09:39:55 UTC 2026","passed","Fri Feb 06 09:39:57 UTC 2026","","Access document","",""
"
    Проверяет, что при попытке изменить указанное поле через эндпоинт EditTask,
    его значение в ответе API остается неизменным (таким же, как и у исходной задачи).

    Этот тест предназначен для выявления бага, когда поле перезаписывается,
    хотя это недопустимо для данного эндпоинта.
    ","906","Edit Task: НЕГАТИВНЫЙ ТЕСТ - Поле 'project' не должно меняться","Task Service","Fri Feb 06 09:53:25 UTC 2026","passed","Fri Feb 06 09:53:26 UTC 2026","Negative cases edit Task","Edit Task","",""
"","331","GetTasks ids: пустой массив -> 200 и пустой tasks","Task Service","Fri Feb 06 09:56:24 UTC 2026","passed","Fri Feb 06 09:56:24 UTC 2026","Filtered by criteria","Get Tasks","",""
"","306","Create document: в роли owner - с передачей kind=Space и kindId (ожидается 200)","Document Service","Fri Feb 06 09:44:32 UTC 2026","passed","Fri Feb 06 09:44:33 UTC 2026","","test_create_document","",""
"","266","Get document validation: Негативный кейс documentId=nonexistent_id","Document Service","Fri Feb 06 09:45:18 UTC 2026","passed","Fri Feb 06 09:45:18 UTC 2026","","test_get_document","",""
"
    Проверяет успешное редактирование поля 'coverImage' задачи.
    ","900","Edit Task Cover_image: Проверка редактирования поля 'coverImage'","Task Service","Fri Feb 06 09:54:09 UTC 2026","passed","Fri Feb 06 09:54:10 UTC 2026","Cover_image edit Task","Edit Task","",""
"","591","Редактирование кастомного поля типа: TaskRelations","Board Service","Fri Feb 06 09:39:41 UTC 2026","passed","Fri Feb 06 09:39:42 UTC 2026","","test_create_board","",""
