"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","254","Создание документа — кейс: [title > MAX length (2049)] (ожидается 400)","tests.test_backend.document","Thu Nov 13 07:57:37 UTC 2025","passed","Thu Nov 13 07:57:37 UTC 2025","","test_create_document","",""
"
    Проверяем удаление всех документов в пространстве и проекте.
    ","243","test_archive_all_documents[project_docs]","tests.test_backend.document","Thu Nov 13 07:57:35 UTC 2025","passed","Thu Nov 13 07:57:35 UTC 2025","","test_archive_all_docs","",""
"","199","Запрос документов с kind=Space, но с чужим spaceId","tests.test_backend.document","Thu Nov 13 07:58:30 UTC 2025","passed","Thu Nov 13 07:58:30 UTC 2025","","test_get_documents","",""
"","255","Тест: Проверка списка проектов","tests.test_backend.project","Thu Nov 13 07:59:37 UTC 2025","passed","Thu Nov 13 07:59:38 UTC 2025","","test_project","",""
"
    Проверяет доступ к siblings персональных (Member) документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings

    Особенность: к персональным документам имеет доступ только их владелец
    ","1796","Проверка доступа к siblings персонального документа: создатель - guest, просматривающий - owner","tests.test_backend.document.access_doc","Thu Nov 13 07:57:17 UTC 2025","passed","Thu Nov 13 07:57:19 UTC 2025","","test_get_siblings_doc_access","",""
"","536","Редактирование кастомного поля типа: Date","tests.test_backend.board","Thu Nov 13 07:53:21 UTC 2025","passed","Thu Nov 13 07:53:22 UTC 2025","","test_create_board","",""
"","0","Создание документа в чужом space","tests.test_backend.document","Thu Nov 13 07:57:42 UTC 2025","skipped","Thu Nov 13 07:57:42 UTC 2025","","test_create_document","",""
"
    Проверяет функциональность архивации Space-документа с разными ролями и уровнями доступа.

    Тест создает Space-документ, используя случайного клиента с повышенными правами (владелец, менеджер или участник),
    и оценивает возможность архивации документа на основе предоставленной роли client_fixture.
    Проверяется, что возвращаются корректные коды состояния в зависимости от прав пользователя.
    Дополнительно, в случаях, когда доступ запрещен и ожидаемый статус 403, документ архивируется после теста
    с использованием случайного клиента с повышенными правами.
    ","1095","Архивирование Space-документа для роли member","tests.test_backend.document.access_doc","Thu Nov 13 07:53:28 UTC 2025","passed","Thu Nov 13 07:53:29 UTC 2025","","test_archive_doc","",""
"","281","Создание документа — кейс: [special chars] (ожидается 200)","tests.test_backend.document","Thu Nov 13 07:57:39 UTC 2025","passed","Thu Nov 13 07:57:39 UTC 2025","","test_create_document","",""
"","252","Негативный кейс: documentId=abc","tests.test_backend.document","Thu Nov 13 07:58:16 UTC 2025","passed","Thu Nov 13 07:58:17 UTC 2025","","test_get_document","",""
