"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14853","Sign in via email (OTP)","Frontend","Tue Jun 16 13:41:50 UTC 2026","passed","Tue Jun 16 13:42:04 UTC 2026","","Auth","",""
"Открывает дропдаун, проверяет отображение элементов, выбирает Green.","4046","01. Установить Type Green","Frontend","Tue Jun 16 13:46:05 UTC 2026","passed","Tue Jun 16 13:46:09 UTC 2026","Type","Tasks","",""
"Создаёт майлстоуны из dropdown задачи, проверяет мульти-назначение и удаление.","8560","01. Создать, выбрать и удалить Milestones","Frontend","Tue Jun 16 13:46:47 UTC 2026","passed","Tue Jun 16 13:46:56 UTC 2026","Milestones","Tasks","",""
"Проверяет форму создания нового типа: инпут, кнопка Add, цвета и иконки.","7160","07. New type: форма создания типа","Frontend","Tue Jun 16 13:46:35 UTC 2026","passed","Tue Jun 16 13:46:42 UTC 2026","Type","Tasks","",""
"Проверяет что подзадача с вложенной подподзадачей сохранились после конвертации.","6070","05. Subtasks и Sub_Subtasks сохранились после конвертации","Frontend","Tue Jun 16 13:50:05 UTC 2026","passed","Tue Jun 16 13:50:11 UTC 2026","Convert to Milestone","Tasks","",""
"Устанавливает приоритет задачи Medium.","4362","01. Установить Medium","Frontend","Tue Jun 16 13:45:19 UTC 2026","passed","Tue Jun 16 13:45:23 UTC 2026","Priority","Tasks","",""
"Проверяет навигацию: выбор спейса, видимость проекта, открытие проекта.","7993","Space and project navigation","Frontend","Tue Jun 16 13:44:53 UTC 2026","passed","Tue Jun 16 13:45:01 UTC 2026","","Spaces","",""
"Добавляет блокер и блокинг задачу.","7390","01. Добавить Blocker и Blocking","Frontend","Tue Jun 16 13:47:01 UTC 2026","passed","Tue Jun 16 13:47:08 UTC 2026","Blockers","Tasks","",""
"Заполняет описание задачи.","4582","01. Заполнить Description","Frontend","Tue Jun 16 13:46:43 UTC 2026","passed","Tue Jun 16 13:46:47 UTC 2026","Description","Tasks","",""
"","18692","Sign up with email (OTP)","Frontend","Tue Jun 16 13:42:05 UTC 2026","passed","Tue Jun 16 13:42:23 UTC 2026","","Auth","",""
"Проверяет что название майлстоуна отображается корректно.","3321","02. Verify milestone name","Frontend","Tue Jun 16 13:42:38 UTC 2026","passed","Tue Jun 16 13:42:41 UTC 2026","Fields","Milestones","",""
"","13734","Logout","Frontend","Tue Jun 16 13:41:19 UTC 2026","passed","Tue Jun 16 13:41:33 UTC 2026","","Auth","",""
"Удаляет подзадачи из таблицы задачи, проверяет уменьшение счётчика.","6219","03. Удалить Subtask и проверить счётчики","Frontend","Tue Jun 16 13:47:30 UTC 2026","passed","Tue Jun 16 13:47:37 UTC 2026","Subtasks","Tasks","",""
"Завершает задачу кликом по чекбоксу на карточке борда (без открытия сайдбара).","6513","02. Complete через чекбокс на карточке борды","Frontend","Tue Jun 16 13:47:41 UTC 2026","passed","Tue Jun 16 13:47:47 UTC 2026","Complete","Tasks","",""
"Завершает и снимает завершение подзадач, проверяет счётчики.

    Открывается на полную страницу — подзадачи рендерятся сразу,
    без проблем с загрузкой и скроллом сайдбара.
    ","6195","02. Завершить Subtask и проверить счётчики","Frontend","Tue Jun 16 13:47:24 UTC 2026","passed","Tue Jun 16 13:47:30 UTC 2026","Subtasks","Tasks","",""
"Завершает задачу через меню '...' в сайдбаре.","4716","04. Complete через меню сайдбара","Frontend","Tue Jun 16 13:47:52 UTC 2026","passed","Tue Jun 16 13:47:57 UTC 2026","Complete","Tasks","",""
"Проверяет что задачу можно создать в каждой колонке борда.","7408","01. Создать задачу в каждой колонке борда","Frontend","Tue Jun 16 13:45:05 UTC 2026","passed","Tue Jun 16 13:45:13 UTC 2026","Create in Columns","Tasks","",""
"Отмечает задачу как выполненную (Complete) и снимает отметку(UnComplete).
    Проверяет чекбокс и в сайдбаре, и на карточке борды.","4147","01. Complete через чекбокс в сайдбаре","Frontend","Tue Jun 16 13:47:37 UTC 2026","passed","Tue Jun 16 13:47:41 UTC 2026","Complete","Tasks","",""
"Проверяет что вкладка Activities отображается.","3790","10. Verify Activities tab","Frontend","Tue Jun 16 13:43:41 UTC 2026","passed","Tue Jun 16 13:43:45 UTC 2026","Fields","Milestones","",""
"Завершает задачу через контекстное меню карточки на борде.","4424","03. Complete через меню карточки на борде","Frontend","Tue Jun 16 13:47:48 UTC 2026","passed","Tue Jun 16 13:47:52 UTC 2026","Complete","Tasks","",""
"Устанавливает Green+Blue, снимает Green через ⌘+клик, остаётся Blue.","5403","04. Убрать один Type (⌘ + клик)","Frontend","Tue Jun 16 13:46:19 UTC 2026","passed","Tue Jun 16 13:46:24 UTC 2026","Type","Tasks","",""
"Устанавливает Green, добавляет Blue через ⌘+клик, проверяет что оба видны.","5395","03. Мультиселект Types (⌘ + клик)","Frontend","Tue Jun 16 13:46:13 UTC 2026","passed","Tue Jun 16 13:46:19 UTC 2026","Type","Tasks","",""
"Заполняет и проверяет описание майлстоуна (tiptap-редактор после секции задач).","5253","04. Set and verify description","Frontend","Tue Jun 16 13:42:46 UTC 2026","passed","Tue Jun 16 13:42:51 UTC 2026","Fields","Milestones","",""
