"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    Тест проверяет корректное уменьшение счетчика total сабтасок после удаления подзадач.
    ","40101","Проверка уменьшения счетчика сабтасок после удаления сабтасок в родительской задаче","create_task","Tue Dec 09 09:54:08 UTC 2025","passed","Tue Dec 09 09:54:48 UTC 2025","","test_taskTable_total_subtask_counter","",""
"","580","Валидация имени борды: @#$%^&*()! → ожидали 200","tests.test_backend.board","Tue Dec 09 09:37:08 UTC 2025","passed","Tue Dec 09 09:37:09 UTC 2025","","board_validation_test","",""
"
    Проверяем что разные роли могут получить документы из пространства и проекта. Тест параметризован
    для проверки разных типов клиентов и контейнеров документов.
    ","4948","Проверка доступа к документу в Project для роли owner","tests.test_backend.document.access_doc","Tue Dec 09 09:42:14 UTC 2025","passed","Tue Dec 09 09:42:18 UTC 2025","","test_get_doc_access_by_roles","",""
"","506","Тест: Проверка получения проекта по ID","tests.test_backend.project","Tue Dec 09 09:50:57 UTC 2025","passed","Tue Dec 09 09:50:57 UTC 2025","","test_project","",""
"","567","Валидация поля limit для board group: -1","tests.test_backend.board","Tue Dec 09 09:37:15 UTC 2025","passed","Tue Dec 09 09:37:16 UTC 2025","","board_validation_test","",""
"","14505","GetTasks limit: превышает доступное кол-во задач — возвращается не больше фактического","tasks_filtered_by_criteria","Tue Dec 09 10:00:55 UTC 2025","passed","Tue Dec 09 10:01:09 UTC 2025","","test_get_tasks_limit","",""
"
    Проверяем что разные роли могут получить документы из пространства и проекта. Тест параметризован
    для проверки разных типов клиентов и контейнеров документов.
    ","3377","Проверка доступа к документу в Space для роли guest","tests.test_backend.document.access_doc","Tue Dec 09 09:42:08 UTC 2025","passed","Tue Dec 09 09:42:12 UTC 2025","","test_get_doc_access_by_roles","",""
"","657","Создание документа: Member","tests.test_backend.document","Tue Dec 09 09:46:49 UTC 2025","passed","Tue Dec 09 09:46:49 UTC 2025","","test_create_document","",""
"","936","GetTasks: фильтр по creator: creator=owner_id, ожидаемый статус=200","tasks_filtered_by_criteria","Tue Dec 09 10:00:44 UTC 2025","passed","Tue Dec 09 10:00:45 UTC 2025","","test_get_tasks_creator","",""
"
    Проверяет запрет доступа к документам для стороннего пользователя при попытке
    получить документы, связанные с определенным типом сущности (например, 'Project',
    'Space' или 'Member'). Тест проверяет, что сторонний клиент получает статус 403
    и код ошибки 'AccessDenied' в ответе.
    ","587","Отказ в доступе к Project документам другим пользователем","tests.test_backend.document.access_doc","Tue Dec 09 09:38:26 UTC 2025","passed","Tue Dec 09 09:38:26 UTC 2025","","test_doc_access_for_foreign","",""
