"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","218","GetTasks board: доска не принадлежит space — ожидаем пустой список задач","tasks_filtered_by_criteria","Mon Dec 22 14:11:46 UTC 2025","passed","Mon Dec 22 14:11:46 UTC 2025","","test_get_tasks_board","",""
"","223","Валидация поля limit для board group: 0","tests.test_backend.board","Mon Dec 22 14:00:06 UTC 2025","passed","Mon Dec 22 14:00:06 UTC 2025","","board_validation_test","",""
"
    Проверяет минимальный вызов эндпоинта редактирования задачи,
    убеждаясь, что редактирование без опциональных полей проходит успешно
    и базовая информация о задаче остается корректной.
    ","974","Edit Task: Проверка минимального редактирования задачи без опциональных полей","tests.test_backend.task_service.edit_task.access_edit_task","Mon Dec 22 14:10:04 UTC 2025","passed","Mon Dec 22 14:10:05 UTC 2025","","test_edit_task","",""
"
    Передаём валидный и заведомо некорректный идентификаторы ассайни (у второго последняя цифра заменена на 0).
    Ожидаем HTTP 400 и корректное сообщение об ошибке.
    Баг: CCSS-31512. сейчас статус 200 !!!! тест должен упасть после исправления бага !!!
    так как Api только для внутреннего использования баг не сильно кретичен, но нужно будет учесть в OpenApi
    ","1292","Multiple edit Tasks: некорректный assigneeId статус 400 !!! тест должен упасть после исправления бага CCSS-31512 !!! ","multiple_edit_tasks","Mon Dec 22 14:13:04 UTC 2025","passed","Mon Dec 22 14:13:05 UTC 2025","","test_multiple_edit_tasks_assignees","",""
"
    Тест проверки создания задачи с минимальным набором полей в системе управления проектами под разными ролями.

    Цель теста — убедиться, что можно успешно создать задачу, указав только минимально необходимые данные, и что поведение API зависит от прав пользователя (типа клиента).
    В процессе теста дополнительно валидируются структура созданной задачи, значения по умолчанию, связи (creator, board и пр.), а также удаление задачи после проверки.
    assert_task_keys обеспечивает падение теста при добавлении/удалении ключей с понятным сообщением.
    ","1012","Create task with minimal payload: клиент=manager_client, ожидаемый статус=200","access_task","Mon Dec 22 14:06:17 UTC 2025","passed","Mon Dec 22 14:06:18 UTC 2025","","test_create_task","",""
"","209","Валидация поля limit для board group: 1000","tests.test_backend.board","Mon Dec 22 14:00:06 UTC 2025","passed","Mon Dec 22 14:00:06 UTC 2025","","board_validation_test","",""
"","229","Тест редактирования project: клиент=manager_client, ожидаемый статус=200","tests.test_backend.project","Mon Dec 22 14:06:07 UTC 2025","passed","Mon Dec 22 14:06:07 UTC 2025","","test_edit_project","",""
"
    Проверяет функциональность создания и редактирования документов для разных ролей в системе. Тест проверяет,
    могут ли пользователи с определенными ролями (владелец, менеджер, участник и гость) создавать и редактировать
    документы, обеспечивая правильное поведение контроля доступа на основе ролей. Использует параметризацию для
    тестирования различных комбинаций ролей создателей и редакторов документов.
    ","1455","Редактирование Space-документа: создание member, редактирование owner","tests.test_backend.document.access_doc","Mon Dec 22 14:01:25 UTC 2025","passed","Mon Dec 22 14:01:26 UTC 2025","","test_edit_doc_access_by_roles","",""
"","713","Дублирование Personal-документа: создание manager, дублирование guest","tests.test_backend.document.access_doc","Mon Dec 22 14:01:07 UTC 2025","passed","Mon Dec 22 14:01:08 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"","216","Несоответствие kind и kindId — kind=Project с kindId от Member","tests.test_backend.document","Mon Dec 22 14:04:42 UTC 2025","passed","Mon Dec 22 14:04:42 UTC 2025","","test_get_documents","",""
