"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 09 13:35:16 UTC 2026","Wed Sep 09 13:35:16 UTC 2026","147","Public API","History","Date Range","","","[Project] dateRangeEnd=2026-09-04 — все items < end","Только dateRangeEnd для kind=Project — все items < end."
"skipped","Wed Sep 09 13:35:06 UTC 2026","Wed Sep 09 13:35:06 UTC 2026","165","Public API","History","Date Range","","","[Space][Negative] dateRangeStart='123' → 400","Невалидный формат даты — 400.

    API принимает только ISO 8601 (2026-08-14T00:00:00.000Z).
    Другие форматы должны возвращать 400 ValidationErrors.
    "
"skipped","Wed Sep 09 13:35:02 UTC 2026","Wed Sep 09 13:35:02 UTC 2026","144","Public API","History","Date Range","","","[Space][Negative] dateRangeStart='10.08.2026' → 400","Невалидный формат даты — 400.

    API принимает только ISO 8601 (2026-08-14T00:00:00.000Z).
    Другие форматы должны возвращать 400 ValidationErrors.
    "
"passed","Wed Sep 09 13:35:35 UTC 2026","Wed Sep 09 13:35:35 UTC 2026","231","Public API","History","Positive","","","Валидный запрос возвращает 200 и корректную структуру ответа","
    Проверяем базовую доступность эндпоинта:
    - статус 200
    - тело содержит items (список) и page (hasMore + nextCursor при наличии)
    "
"skipped","Wed Sep 09 13:34:58 UTC 2026","Wed Sep 09 13:34:58 UTC 2026","125","Public API","History","Date Range","","","[Space][Negative] dateRangeStart > dateRangeEnd → 400","dateRangeStart > dateRangeEnd — дата начала позже даты конца.

    Сейчас сервер возвращает 200 + пустой items, но ожидается 400 —
    клиент явно ошибся, лучше сообщить об этом чем молча вернуть пустоту.
    "
"passed","Wed Sep 09 13:35:24 UTC 2026","Wed Sep 09 13:35:24 UTC 2026","223","Public API","History","Pagination","","","limit=1000 (больше всех событий) — hasMore=false, все items","limit больше общего количества событий — возвращает все items и hasMore=false."
"passed","Wed Sep 09 13:35:18 UTC 2026","Wed Sep 09 13:35:19 UTC 2026","142","Public API","History","Event Keys","","","eventKeys=[TASK_CREATED, PROJECT_CREATED] — оба типа в ответе","eventKeys с несколькими значениями фильтрует по всем указанным типам."
"passed","Wed Sep 09 13:35:33 UTC 2026","Wed Sep 09 13:35:33 UTC 2026","133","Public API","History","History Kinds","","","GetHistory kind='Milestone' возвращает 200 и items (Milestone)","
    Проверяем что GetHistory возвращает 200 и непустой items для каждого kind.
    "
"passed","Wed Sep 09 13:35:22 UTC 2026","Wed Sep 09 13:35:23 UTC 2026","1297","Public API","History","Pagination","","","nextCursor возвращает следующую страницу без дубликатов","Курсорная пагинация: nextCursor — это число (offset от начала выборки).
    При передаче nextCursor сервер возвращает items начиная с этой позиции.
    Страницы не должны пересекаться — каждый item появляется только на одной странице."
"passed","Wed Sep 09 13:35:28 UTC 2026","Wed Sep 09 13:35:28 UTC 2026","127","Public API","History","Pagination","","","[Negative] limit=-1 → 400 (limit must be a positive number)","Невалидный limit (0, отрицательный) возвращает 400."
"passed","Wed Sep 09 13:35:21 UTC 2026","Wed Sep 09 13:35:21 UTC 2026","155","Public API","History","Pagination","","","limit=5 возвращает ровно 5 items и hasMore=true","limit ограничивает количество items в ответе."
"passed","Wed Sep 09 13:35:29 UTC 2026","Wed Sep 09 13:35:29 UTC 2026","222","Public API","History","History Kinds","","","GetHistory kind='Space' возвращает 200 и items (Space)","
    Проверяем что GetHistory возвращает 200 и непустой items для каждого kind.
    "
"passed","Wed Sep 09 13:35:14 UTC 2026","Wed Sep 09 13:35:14 UTC 2026","132","Public API","History","Date Range","","","[Project] dateRange [2026-08-25, 2026-08-27) — start включительно, end исключительно","dateRange [start, end) для kind=Project — динамические даты из реальных событий."
"passed","Wed Sep 09 13:34:57 UTC 2026","Wed Sep 09 13:34:57 UTC 2026","217","Public API","History","Date Range","","","[Space] один день 2026-08-25 [00:00, 23:59:59.999) — сценарий фронта","Выбор одного дня [00:00, 23:59:59.999) — сценарий фронта.

    Фронт при выборе одного дня отправляет start=00:00, end=23:59.
    Проверяем что API возвращает события за этот день,
    и все createdAt попадают в границы выбранного дня.
    "
"passed","Wed Sep 09 13:35:17 UTC 2026","Wed Sep 09 13:35:17 UTC 2026","157","Public API","History","Event Keys","","","eventKeys=TASK_CREATED — только события TASK_CREATED","eventKeys с одним значением фильтрует только указанный тип событий."
"passed","Wed Sep 09 13:34:59 UTC 2026","Wed Sep 09 13:34:59 UTC 2026","124","Public API","History","Date Range","","","[Space][Negative] dateRangeStart='not-a-date' → 400","Невалидный формат даты — 400.

    API принимает только ISO 8601 (2026-08-14T00:00:00.000Z).
    Другие форматы должны возвращать 400 ValidationErrors.
    "
