"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 27 11:23:17 UTC 2026","Thu Aug 27 11:23:17 UTC 2026","179","Public API","History","Nonexistent IDs","","","[Negative] чужой spaceId → ValidationErrors/IncorrectId","
    Запрос к space без доступа возвращает 200 + ValidationErrors/IncorrectId.
    TODO: уточнить после фикса — ожидается пустой items или другой код ошибки.
    "
"passed","Thu Aug 27 11:23:07 UTC 2026","Thu Aug 27 11:23:08 UTC 2026","284","Public API","History","Invalid Values","","","[Negative] kind='Board' → 400 (unsupported_kind_Board)","
    kind должен быть одним из допустимых значений enum.
    Любое другое значение возвращает 400.
    "
"passed","Thu Aug 27 11:23:25 UTC 2026","Thu Aug 27 11:23:27 UTC 2026","1388","Public API","History","Pagination","","","nextCursor возвращает следующую страницу без дубликатов","Курсорная пагинация: nextCursor — это число (offset от начала выборки).
    При передаче nextCursor сервер возвращает items начиная с этой позиции.
    Страницы не должны пересекаться — каждый item появляется только на одной странице."
"skipped","Thu Aug 27 11:23:23 UTC 2026","Thu Aug 27 11:23:23 UTC 2026","193","Public API","History","Nonexistent IDs","","","[Negative] несуществующий kindId kind='Milestone' → 500 (BUG)","
    Запрос с несуществующим kindId для каждого вида сущности.
    BUG: все kind возвращают 500 — сервер не обрабатывает случай несуществующей сущности.
    Ожидаемое поведение после фикса: Space/Project → 403 AccessDenied, Task/Document/Milestone → 400 NotFound.
    "
"passed","Thu Aug 27 11:23:40 UTC 2026","Thu Aug 27 11:23:40 UTC 2026","334","Public API","History","Positive","","","Элементы items в ответе содержат обязательные поля","
    Проверяем структуру элементов items в ответе:
    - обязательные поля (_id, key, createdAt, type, data, creatorId) присутствуют в каждом элементе
    - источник: интерфейс IHistory
    "
"passed","Thu Aug 27 11:23:30 UTC 2026","Thu Aug 27 11:23:30 UTC 2026","177","Public API","History","Pagination","","","[Negative] limit=0 → 400 (limit must be a positive number)","Невалидный limit (0, отрицательный) возвращает 400."
"skipped","Thu Aug 27 11:23:35 UTC 2026","Thu Aug 27 11:23:35 UTC 2026","180","Public API","History","History Kinds","","","GetHistory kind='Task' возвращает 200 и items (Task)","
    Проверяем что GetHistory возвращает 200 и непустой items для каждого kind.
    "
"passed","Thu Aug 27 11:23:10 UTC 2026","Thu Aug 27 11:23:10 UTC 2026","175","Public API","History","Invalid Values","","","[Negative] kind='SPACE' → 400 (uppercase_SPACE)","
    kind должен быть одним из допустимых значений enum.
    Любое другое значение возвращает 400.
    "
"passed","Thu Aug 27 11:22:44 UTC 2026","Thu Aug 27 11:22:45 UTC 2026","176","Public API","History","Date Range","","","[Space][Negative] dateRangeStart='not-a-date' → 400","Невалидный формат даты — 400.

    API принимает только ISO 8601 (2026-08-14T00:00:00.000Z).
    Другие форматы должны возвращать 400 ValidationErrors.
    "
"skipped","Thu Aug 27 11:23:36 UTC 2026","Thu Aug 27 11:23:36 UTC 2026","181","Public API","History","History Kinds","","","GetHistory kind='Milestone' возвращает 200 и items (Milestone)","
    Проверяем что GetHistory возвращает 200 и непустой items для каждого kind.
    "
"passed","Thu Aug 27 11:23:12 UTC 2026","Thu Aug 27 11:23:12 UTC 2026","177","Public API","History","Missing Params","","","[Negative] без 'spaceId' → 400 (IncorrectId)","
    При отсутствии любого обязательного параметра (spaceId, kind, kindId) возвращается 400.
    "
"skipped","Thu Aug 27 11:23:22 UTC 2026","Thu Aug 27 11:23:22 UTC 2026","183","Public API","History","Nonexistent IDs","","","[Negative] несуществующий kindId kind='Document' → 500 (BUG)","
    Запрос с несуществующим kindId для каждого вида сущности.
    BUG: все kind возвращают 500 — сервер не обрабатывает случай несуществующей сущности.
    Ожидаемое поведение после фикса: Space/Project → 403 AccessDenied, Task/Document/Milestone → 400 NotFound.
    "
"passed","Thu Aug 27 11:22:52 UTC 2026","Thu Aug 27 11:22:54 UTC 2026","1681","Public API","History","Date Range","","","[Space] dateRange [09:03, 09:04) — start включительно, end исключительно","dateRange [start, end) — items внутри интервала, нет items вне."
"passed","Thu Aug 27 11:23:05 UTC 2026","Thu Aug 27 11:23:05 UTC 2026","174","Public API","History","Invalid Values","","","[Negative] невалидный формат spaceId → 400","
    spaceId должен быть валидным ObjectId. Невалидный формат возвращает 400.
    "
"passed","Thu Aug 27 11:23:06 UTC 2026","Thu Aug 27 11:23:06 UTC 2026","532","Public API","History","Invalid Values","","","[Negative] невалидный формат kindId → 400","
    kindId должен быть валидным ObjectId. Невалидный формат возвращает 400.
    "
"skipped","Thu Aug 27 11:22:51 UTC 2026","Thu Aug 27 11:22:51 UTC 2026","321","Public API","History","Date Range","","","[Space][Negative] dateRangeStart='123' → 400","Невалидный формат даты — 400.

    API принимает только ISO 8601 (2026-08-14T00:00:00.000Z).
    Другие форматы должны возвращать 400 ValidationErrors.
    "
"passed","Thu Aug 27 11:23:43 UTC 2026","Thu Aug 27 11:23:44 UTC 2026","517","Public API","Authorization","Auth Errors","","","[Negative] запрос без токена → 401","
    Проверяем что без Authorization header любой эндпоинт публичного API возвращает 401.
    "
"passed","Thu Aug 27 11:23:16 UTC 2026","Thu Aug 27 11:23:16 UTC 2026","196","Public API","History","Nonexistent IDs","","","[Negative] несуществующий spaceId → ValidationErrors/IncorrectId","
    Запрос с несуществующим spaceId возвращает 200 + ValidationErrors/IncorrectId.
    TODO: уточнить после фикса — ожидается пустой items или другой код ошибки.
    "
"passed","Thu Aug 27 11:23:02 UTC 2026","Thu Aug 27 11:23:03 UTC 2026","180","Public API","History","Event Keys","","","eventKeys=[TASK_CREATED, PROJECT_CREATED] — оба типа в ответе","eventKeys с несколькими значениями фильтрует по всем указанным типам."
"skipped","Thu Aug 27 11:22:48 UTC 2026","Thu Aug 27 11:22:49 UTC 2026","314","Public API","History","Date Range","","","[Space][Negative] dateRangeStart='08-10-2026' → 400","Невалидный формат даты — 400.

    API принимает только ISO 8601 (2026-08-14T00:00:00.000Z).
    Другие форматы должны возвращать 400 ValidationErrors.
    "
"passed","Thu Aug 27 11:22:55 UTC 2026","Thu Aug 27 11:22:55 UTC 2026","182","Public API","History","Date Range","","","[Space] dateRangeStart=08-25T09:04 — все items >= start","Только dateRangeStart — все items >= start."
"passed","Thu Aug 27 11:23:24 UTC 2026","Thu Aug 27 11:23:24 UTC 2026","196","Public API","History","Pagination","","","limit=5 возвращает ровно 5 items и hasMore=true","limit ограничивает количество items в ответе."
