"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Назначает FirstMember исполнителем.","4270","01. Назначить Assignee","Frontend","Tue Jun 09 05:12:11 UTC 2026","passed","Tue Jun 09 05:12:16 UTC 2026","Assignee","Tasks","",""
"Меняет приоритет задачи с Medium на High.","3798","02. Изменить: Medium → High","Frontend","Tue Jun 09 05:12:03 UTC 2026","passed","Tue Jun 09 05:12:07 UTC 2026","Priority","Tasks","",""
"Архивирует тестовый майлстоун и подчищает все остальные кроме 'Test milestone'.","43567","99. Cleanup: archive milestone","Frontend","Tue Jun 09 05:10:52 UTC 2026","passed","Tue Jun 09 05:11:35 UTC 2026","Fields","Milestones","",""
"Открывает дропдаун, проверяет отображение элементов, выбирает Green.","3815","01. Установить Type Green","Frontend","Tue Jun 09 05:12:38 UTC 2026","passed","Tue Jun 09 05:12:42 UTC 2026","Type","Tasks","",""
"Удаляет задачи из таблицы майлстоуна, проверяет уменьшение счётчика.","9675","08. Delete tasks and verify counters","Frontend","Tue Jun 09 05:10:34 UTC 2026","passed","Tue Jun 09 05:10:43 UTC 2026","Fields","Milestones","",""
"Клик по назначенному пользователю без ⌘ снимает его.","5298","05. Снять Assignee","Frontend","Tue Jun 09 05:12:32 UTC 2026","passed","Tue Jun 09 05:12:38 UTC 2026","Assignee","Tasks","",""
"","14486","Sign in with email","Frontend","Tue Jun 09 05:09:40 UTC 2026","passed","Tue Jun 09 05:09:55 UTC 2026","","Auth","",""
"Проверяет что вкладка Activities отображается.","3345","10. Verify Activities tab","Frontend","Tue Jun 09 05:10:48 UTC 2026","passed","Tue Jun 09 05:10:52 UTC 2026","Fields","Milestones","",""
"Устанавливает Green, добавляет Blue через ⌘+клик, проверяет что оба видны.","4651","03. Мультиселект Types (⌘ + клик)","Frontend","Tue Jun 09 05:12:46 UTC 2026","passed","Tue Jun 09 05:12:50 UTC 2026","Type","Tasks","",""
"Проверяет фильтрацию по поиску в дропдауне Types.","3791","02. Search в дропдауне","Frontend","Tue Jun 09 05:12:42 UTC 2026","passed","Tue Jun 09 05:12:46 UTC 2026","Type","Tasks","",""
"Конвертирует задачу в майлстоун через меню сайдбара.","6463","03. Конвертировать Task в Milestone","Frontend","Tue Jun 09 05:14:33 UTC 2026","passed","Tue Jun 09 05:14:40 UTC 2026","Convert to Milestone","Tasks","",""
"Снимает FirstMember через ⌘+клик, остаётся SecondMember.","5948","03. Убрать одного (⌘ + клик)","Frontend","Tue Jun 09 05:12:21 UTC 2026","passed","Tue Jun 09 05:12:27 UTC 2026","Assignee","Tasks","",""
"Удаляет подзадачи из таблицы задачи, проверяет уменьшение счётчика.","5886","03. Удалить Subtask и проверить счётчики","Frontend","Tue Jun 09 05:13:57 UTC 2026","passed","Tue Jun 09 05:14:03 UTC 2026","Subtasks","Tasks","",""
"Заполняет и проверяет короткое описание майлстоуна.","3961","03. Set short description","Frontend","Tue Jun 09 05:10:03 UTC 2026","passed","Tue Jun 09 05:10:07 UTC 2026","Fields","Milestones","",""
"Создаёт майлстоуны из dropdown задачи, проверяет мульти-назначение и удаление.","11199","01. Создать, выбрать и удалить Milestones","Frontend","Tue Jun 09 05:13:16 UTC 2026","passed","Tue Jun 09 05:13:27 UTC 2026","Milestones","Tasks","",""
"Устанавливает приоритет задачи Medium.","3787","01. Установить Medium","Frontend","Tue Jun 09 05:11:59 UTC 2026","passed","Tue Jun 09 05:12:03 UTC 2026","Priority","Tasks","",""
