"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 09 08:23:38 GMT 2025","Wed Jul 09 08:23:39 GMT 2025","312","tests.test_backend.document","test_create_document","","","","Создание документа — кейс: [title > MAX length (2049)] (ожидается 400)",""
"passed","Wed Jul 09 08:26:14 GMT 2025","Wed Jul 09 08:26:15 GMT 2025","563","tests.test_backend.space","test_space","","","","Test edit space name",""
"passed","Wed Jul 09 08:23:13 GMT 2025","Wed Jul 09 08:23:15 GMT 2025","1184","tests.test_backend.document.access_doc","test_edit_doc_access_by_roles","","","","Редактирование Space-документа для роли owner",""
"passed","Wed Jul 09 08:24:16 GMT 2025","Wed Jul 09 08:24:18 GMT 2025","1432","tests.test_backend.document","test_edit_document","","","","Проверка граничной валидации длины title: LENGTH = 2048 for Space",""
"passed","Wed Jul 09 08:23:40 GMT 2025","Wed Jul 09 08:23:40 GMT 2025","350","tests.test_backend.document","test_create_document","","","","Создание документа — кейс: [emoji] (ожидается 200)",""
"passed","Wed Jul 09 08:26:04 GMT 2025","Wed Jul 09 08:26:05 GMT 2025","706","tests.test_backend.document","test_get_y_document","","","","Позитивный сценарий: успешный экспорт Y-Doc для документа. Space",""
"passed","Wed Jul 09 08:24:36 GMT 2025","Wed Jul 09 08:24:37 GMT 2025","863","tests.test_backend.document","test_get_document","","","","Повторный запрос одного и того же документа (kind=Member)",""
"passed","Wed Jul 09 08:23:59 GMT 2025","Wed Jul 09 08:23:59 GMT 2025","252","tests.test_backend.document","test_duplicate_document","","","","Авторизован, но не участник пространства — дублирование запрещено Project",""
"passed","Wed Jul 09 08:23:23 GMT 2025","Wed Jul 09 08:23:25 GMT 2025","2083","tests.test_backend.document.access_doc","test_get_siblings_doc_access","","","","Получение соседей Space-документа для роли manager",""
"passed","Wed Jul 09 08:22:18 GMT 2025","Wed Jul 09 08:22:18 GMT 2025","277","tests.test_backend.board","board_validation_test","","","","Валидация имени борды: none → ожидали 400",""
"passed","Wed Jul 09 08:22:52 GMT 2025","Wed Jul 09 08:22:54 GMT 2025","1446","tests.test_backend.document.access_doc","test_archive_doc","","","","Архивирование Personal-документа для роли manager, документ создан в роли Member",""
"passed","Wed Jul 09 08:22:25 GMT 2025","Wed Jul 09 08:22:26 GMT 2025","596","tests.test_backend.board","board_validation_test","","","","APP-2763: Ошибка при создании борды с длинным заголовком custom field: Boolean",""
"passed","Wed Jul 09 08:24:47 GMT 2025","Wed Jul 09 08:24:47 GMT 2025","216","tests.test_backend.document","test_get_documents","","","","Запрос документов с kind=Project, но с чужим spaceId",""
"passed","Wed Jul 09 08:23:47 GMT 2025","Wed Jul 09 08:23:47 GMT 2025","727","tests.test_backend.document","test_duplicate_document","","","","Создание и дублирование документа (Project)",""
"passed","Wed Jul 09 08:26:10 GMT 2025","Wed Jul 09 08:26:10 GMT 2025","295","tests.test_backend.project","test_project","","","","Тест: Проверка предельной длины slug",""
"passed","Wed Jul 09 08:23:39 GMT 2025","Wed Jul 09 08:23:39 GMT 2025","288","tests.test_backend.document","test_create_document","","","","Создание документа — кейс: [bool as title] (ожидается 400)",""
"passed","Wed Jul 09 08:22:34 GMT 2025","Wed Jul 09 08:22:34 GMT 2025","312","tests.test_backend.board","test_board","","","","Создание кастомного поля типа: Text",""
"passed","Wed Jul 09 08:23:37 GMT 2025","Wed Jul 09 08:23:37 GMT 2025","346","tests.test_backend.document","test_create_document","","","","Создание документа: Member",""
"passed","Wed Jul 09 08:24:41 GMT 2025","Wed Jul 09 08:24:41 GMT 2025","260","tests.test_backend.document","test_get_documents","","","","Негативный кейс: missing kind",""
"passed","Wed Jul 09 08:25:31 GMT 2025","Wed Jul 09 08:25:33 GMT 2025","2029","tests.test_backend.document","test_get_siblings","","","","Проверяем siblins для единственного SoloChild (kind=Project)","
    Единственный ребёнок: нет prevSibling/nextSibling, parents содержит родителя.
    "
"passed","Wed Jul 09 08:24:40 GMT 2025","Wed Jul 09 08:24:41 GMT 2025","256","tests.test_backend.document","test_get_documents","","","","Негативный кейс: invalid kindId",""
"passed","Wed Jul 09 08:22:39 GMT 2025","Wed Jul 09 08:22:40 GMT 2025","622","tests.test_backend.board","test_board","","","","Редактирование кастомного поля типа: TaskRelations",""
"passed","Wed Jul 09 08:25:50 GMT 2025","Wed Jul 09 08:25:50 GMT 2025","767","tests.test_backend.document","test_get_siblings","","","","Негативный: некорректный document_id=123","
    Негативные сценарии: разные варианты некорректного document_id.
    "
"passed","Wed Jul 09 08:24:32 GMT 2025","Wed Jul 09 08:24:33 GMT 2025","252","tests.test_backend.document","test_get_document","","","","Негативный кейс: documentId={'id': '123'}",""
"passed","Wed Jul 09 08:22:18 GMT 2025","Wed Jul 09 08:22:18 GMT 2025","376","tests.test_backend.board","board_validation_test","","","","Валидация имени борды: valid name → ожидали 200",""
"passed","Wed Jul 09 08:23:51 GMT 2025","Wed Jul 09 08:23:52 GMT 2025","1065","tests.test_backend.document","test_duplicate_document","","","","Негативный сценарий: дублирование с некорректным documentId, invalid id=000000000000000000000000",""
"skipped","Wed Jul 09 08:23:42 GMT 2025","Wed Jul 09 08:23:42 GMT 2025","0","tests.test_backend.document","test_create_document","","","","test_document_index_validation[too large]",""
"passed","Wed Jul 09 08:23:42 GMT 2025","Wed Jul 09 08:23:42 GMT 2025","347","tests.test_backend.document","test_create_document","","","","Создание документа - кейс с kind=Project и kindId (ожидается 200)",""
"passed","Wed Jul 09 08:24:08 GMT 2025","Wed Jul 09 08:24:09 GMT 2025","889","tests.test_backend.document","test_edit_document","","","","Два последовательных запроса на редактирование одного документа- проверяем что последнее изменение сохранилось.Project",""
"passed","Wed Jul 09 08:25:41 GMT 2025","Wed Jul 09 08:25:43 GMT 2025","2191","tests.test_backend.document","test_get_siblings","","","","Проверяем siblins для нескольктих Child (kind=Space)",""
"passed","Wed Jul 09 08:24:13 GMT 2025","Wed Jul 09 08:24:15 GMT 2025","2022","tests.test_backend.document","test_edit_document","","","","Проверка граничной валидации длины title: LENGTH = 2048 for Project",""
"passed","Wed Jul 09 08:24:11 GMT 2025","Wed Jul 09 08:24:12 GMT 2025","859","tests.test_backend.document","test_edit_document","","","","Два последовательных запроса на редактирование одного документа- проверяем что последнее изменение сохранилось.Member",""
"passed","Wed Jul 09 08:24:40 GMT 2025","Wed Jul 09 08:24:40 GMT 2025","582","tests.test_backend.document","test_get_documents","","","","Получение документов — кейс: kind=Member",""
"passed","Wed Jul 09 08:26:04 GMT 2025","Wed Jul 09 08:26:04 GMT 2025","625","tests.test_backend.document","test_get_y_document","","","","Позитивный сценарий: успешный экспорт Y-Doc для документа. Project",""
"passed","Wed Jul 09 08:22:33 GMT 2025","Wed Jul 09 08:22:34 GMT 2025","883","tests.test_backend.board","test_board","","","","Редактирование группы через /EditBoardGroup: проверка обновления имени, описания, лимита и скрытия",""
"passed","Wed Jul 09 08:22:36 GMT 2025","Wed Jul 09 08:22:37 GMT 2025","610","tests.test_backend.board","test_board","","","","Редактирование кастомного поля типа: Text",""
"passed","Wed Jul 09 08:26:06 GMT 2025","Wed Jul 09 08:26:06 GMT 2025","269","tests.test_backend.document","test_get_y_document","","","","Негативный экспорт Y-Doc для document_id=","
    Негативный сценарий: разные некорректные document_id.
    "
"passed","Wed Jul 09 08:23:19 GMT 2025","Wed Jul 09 08:23:20 GMT 2025","898","tests.test_backend.document.access_doc","test_get_docs_list_access_by_roles","","","","Получение списка Space-документов для роли member",""
"passed","Wed Jul 09 08:23:37 GMT 2025","Wed Jul 09 08:23:38 GMT 2025","309","tests.test_backend.document","test_create_document","","","","Создание документа — кейс: [empty string] (ожидается 200)",""
"passed","Wed Jul 09 08:22:24 GMT 2025","Wed Jul 09 08:22:24 GMT 2025","289","tests.test_backend.board","board_validation_test","","","","Валидация поля limit для board group: None",""
"passed","Wed Jul 09 08:24:46 GMT 2025","Wed Jul 09 08:24:47 GMT 2025","927","tests.test_backend.document","test_get_documents","","","","Документы разных kind не попадают в результаты других kind",""
