"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    Проверяет функциональность создания и редактирования документов для разных ролей в системе. Тест проверяет,
    могут ли пользователи с определенными ролями (владелец, менеджер, участник и гость) создавать и редактировать
    документы, обеспечивая правильное поведение контроля доступа на основе ролей. Использует параметризацию для
    тестирования различных комбинаций ролей создателей и редакторов документов.
    ","1903","Редактирование Space-документа: создание member, редактирование owner","tests.test_backend.document.access_doc","Fri Nov 07 09:25:13 UTC 2025","passed","Fri Nov 07 09:25:15 UTC 2025","","test_edit_doc_access_by_roles","",""
"
    Тест проверяет дублирование документов разными ролями и типами документов. Тест проверяет, что документы могут быть
    созданы одной ролью и продублированы другой в соответствии с ожидаемыми условиями, указанными в параметризации.
    ","783","Дублирование Project-документа: создание member, дублирование guest","tests.test_backend.document.access_doc","Fri Nov 07 09:24:27 UTC 2025","passed","Fri Nov 07 09:24:28 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"
    Проверяет доступ к siblings персональных (Member) документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings

    Особенность: к персональным документам имеет доступ только их владелец
    ","1711","Проверка доступа к siblings персонального документа: создатель - member, просматривающий - owner","tests.test_backend.document.access_doc","Fri Nov 07 09:27:31 UTC 2025","passed","Fri Nov 07 09:27:32 UTC 2025","","test_get_siblings_doc_access","",""
"
    Проверяет, что запросы с некорректными document_id или space_id вызывают ошибку.
    ","182","Проверка доступа с некорректным ID документа","tests.test_backend.document.access_doc","Fri Nov 07 09:27:55 UTC 2025","passed","Fri Nov 07 09:27:55 UTC 2025","","test_matrix_access_docs","",""
"
    Проверяем что разные роли могут получить документы из пространства и проекта. Тест параметризован
    для проверки разных типов клиентов и контейнеров документов.
    ","1440","Проверка доступа к документу в Space для роли guest","tests.test_backend.document.access_doc","Fri Nov 07 09:25:57 UTC 2025","passed","Fri Nov 07 09:25:58 UTC 2025","","test_get_doc_access_by_roles","",""
"
    Проверяем что разные роли могут получить документы из пространства и проекта. Тест параметризован
    для проверки разных типов клиентов и контейнеров документов.
    ","1412","Проверка доступа к документу в Space для роли member","tests.test_backend.document.access_doc","Fri Nov 07 09:25:55 UTC 2025","passed","Fri Nov 07 09:25:56 UTC 2025","","test_get_doc_access_by_roles","",""
"
    Негативный сценарий: разные некорректные document_id.
    ","232","Негативный экспорт Y-Doc для document_id=bad_format","tests.test_backend.document","Fri Nov 07 09:29:53 UTC 2025","passed","Fri Nov 07 09:29:53 UTC 2025","","test_get_y_document","",""
"","729","Два последовательных запроса на редактирование одного документа- проверяем что последнее изменение сохранилось.Project","tests.test_backend.document","Fri Nov 07 09:28:22 UTC 2025","passed","Fri Nov 07 09:28:23 UTC 2025","","test_edit_document","",""
"
    Тест для проверки создания и архивирования Space-документа с разными клиентскими ролями.
    Тест выполняет следующие шаги для каждой роли:
    1. Создает Space-документ с использованием предоставленной клиентской роли.
    2. Проверяет, что статус ответа соответствует ожидаемому результату.
    3. Если создание документа успешно (статус 200):
       - Проверяет, что заголовок созданного документа соответствует ожидаемому.
       - Архивирует созданный Space-документ и проверяет статус запроса на архивирование.
    ","848","Создание Space-документа для роли manager","tests.test_backend.document.access_doc","Fri Nov 07 09:24:05 UTC 2025","passed","Fri Nov 07 09:24:06 UTC 2025","","test_create_doc_access_by_roles","",""
"
    Проверяем что разные роли могут получить списки документов из пространства и проекта.
    Тест параметризован для проверки разных типов клиентов и контейнеров документов.

    Проверяется получение и наличие в ответе всех созданных документов с учетом
    ожидаемого статуса запроса для каждой роли.
    ","1989","Проверка доступа к списку документов в Space для роли member","tests.test_backend.document.access_doc","Fri Nov 07 09:26:16 UTC 2025","passed","Fri Nov 07 09:26:18 UTC 2025","","test_get_docs_list_access_by_roles","",""
"","1328","Дублирование Personal-документа: создание guest, дублирование member","tests.test_backend.document.access_doc","Fri Nov 07 09:24:56 UTC 2025","passed","Fri Nov 07 09:24:57 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"
    Создание сабтаска с собственным milestone.
    Сабтаск отображает milestone B (из payload), а не наследует milestone A от родителя.
    ","4011","Новая логика: Milestone у сабтаска берется из payload, а не наследуются от родителя","create_task","Fri Nov 07 09:31:05 UTC 2025","passed","Fri Nov 07 09:31:09 UTC 2025","","test_subtask_milestones_from_payload","",""
"","488","Негативный сценарий: дублирование с некорректным documentId, invalid id=000000000000000000000000","tests.test_backend.document","Fri Nov 07 09:28:09 UTC 2025","passed","Fri Nov 07 09:28:10 UTC 2025","","test_duplicate_document","",""
"
    Негативные сценарии: разные варианты некорректного document_id.
    ","326","Негативный: некорректный document_id=None","tests.test_backend.document","Fri Nov 07 09:29:43 UTC 2025","passed","Fri Nov 07 09:29:43 UTC 2025","","test_get_siblings","",""
"","1729","Два последовательных запроса на редактирование одного документа- проверяем что последнее изменение сохранилось.Member","tests.test_backend.document","Fri Nov 07 09:28:24 UTC 2025","passed","Fri Nov 07 09:28:26 UTC 2025","","test_edit_document","",""
"","190","Авторизован, но не участник пространства — дублирование запрещено Member","tests.test_backend.document","Fri Nov 07 09:28:16 UTC 2025","passed","Fri Nov 07 09:28:16 UTC 2025","","test_duplicate_document","",""
"
    Проверяет функциональность создания и редактирования документов для разных ролей в системе. Тест проверяет,
    могут ли пользователи с определенными ролями (владелец, менеджер, участник и гость) создавать и редактировать
    документы, обеспечивая правильное поведение контроля доступа на основе ролей. Использует параметризацию для
    тестирования различных комбинаций ролей создателей и редакторов документов.
    ","2103","Редактирование Space-документа: создание owner, редактирование owner","tests.test_backend.document.access_doc","Fri Nov 07 09:24:58 UTC 2025","passed","Fri Nov 07 09:25:00 UTC 2025","","test_edit_doc_access_by_roles","",""
"","511","Редактирование кастомного поля типа: Member","tests.test_backend.board","Fri Nov 07 09:23:48 UTC 2025","passed","Fri Nov 07 09:23:49 UTC 2025","","test_create_board","",""
"","759","Архивирование Project-документа для роли owner","tests.test_backend.document.access_doc","Fri Nov 07 09:23:56 UTC 2025","passed","Fri Nov 07 09:23:57 UTC 2025","","test_archive_doc","",""
"","1491","Дублирование Personal-документа: создание owner, дублирование manager","tests.test_backend.document.access_doc","Fri Nov 07 09:24:44 UTC 2025","passed","Fri Nov 07 09:24:45 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"
    Проверяем доступ к списку недавних документов для ролей owner, manager, member, guest.
    Создаются тестовые документы, проверяется их доступность
    и корректный порядок отображения после повторной маркировки.
    ","0","test_get_recent_documents_access_by_roles[project_docs-guest]","tests.test_backend.document.access_doc","Fri Nov 07 09:26:31 UTC 2025","skipped","Fri Nov 07 09:26:31 UTC 2025","","test_get_recent_documents_access_by_roles","",""
"","639","Проверка граничной валидации длины title: LENGTH = 2048 for Space","tests.test_backend.document","Fri Nov 07 09:28:29 UTC 2025","passed","Fri Nov 07 09:28:29 UTC 2025","","test_edit_document","",""
"","309","Несоответствие kind и kindId — kind=Space с kindId от Member","tests.test_backend.document","Fri Nov 07 09:28:53 UTC 2025","passed","Fri Nov 07 09:28:53 UTC 2025","","test_get_documents","",""
"","271","Создание документа в роли owner - с передачей kind=Member и kindId (ожидается 200)","tests.test_backend.document","Fri Nov 07 09:28:02 UTC 2025","passed","Fri Nov 07 09:28:03 UTC 2025","","test_create_document","",""
"","1624","Создание документа с дублирующимся title","tests.test_backend.document","Fri Nov 07 09:28:03 UTC 2025","passed","Fri Nov 07 09:28:05 UTC 2025","","test_create_document","",""
"","260","Валидация поля group description: regular description → ожидали 200","tests.test_backend.board","Fri Nov 07 09:23:37 UTC 2025","passed","Fri Nov 07 09:23:38 UTC 2025","","board_validation_test","",""
"
    Проверяет доступ к siblings персональных (Member) документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings

    Особенность: к персональным документам имеет доступ только их владелец
    ","1705","Проверка доступа к siblings персонального документа: создатель - guest, просматривающий - manager","tests.test_backend.document.access_doc","Fri Nov 07 09:27:40 UTC 2025","passed","Fri Nov 07 09:27:42 UTC 2025","","test_get_siblings_doc_access","",""
