"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1095","Проверка граничной валидации длины title: LENGTH = 2049 for Project","tests.test_backend.document","Tue Nov 04 08:34:38 UTC 2025","passed","Tue Nov 04 08:34:40 UTC 2025","","test_edit_document","",""
"
    Негативный тест: создание задачи с отрицательным индексом должно возвращать ошибку по полю index.
    ","258","Негативный тест: создание задачи с отрицательным индексом (index=-10) Ожидался статус 400","create_task","Tue Nov 04 08:40:26 UTC 2025","passed","Tue Nov 04 08:40:26 UTC 2025","","test_task_indexing_in_group","",""
"","301","Валидация поля limit для board group: 1000","tests.test_backend.board","Tue Nov 04 08:29:14 UTC 2025","passed","Tue Nov 04 08:29:14 UTC 2025","","board_validation_test","",""
"","290","Создание кастомного поля типа: Date","tests.test_backend.board","Tue Nov 04 08:29:22 UTC 2025","passed","Tue Nov 04 08:29:22 UTC 2025","","test_create_board","",""
"","952","Дублирование Personal-документа: создание owner, дублирование member","tests.test_backend.document.access_doc","Tue Nov 04 08:30:27 UTC 2025","passed","Tue Nov 04 08:30:28 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"","595","Позитивный сценарий: успешный экспорт Y-Doc для документа. Space","tests.test_backend.document","Tue Nov 04 08:36:06 UTC 2025","passed","Tue Nov 04 08:36:07 UTC 2025","","test_get_y_document","",""
"","631","Редактирование кастомного поля типа: Member","tests.test_backend.board","Tue Nov 04 08:29:25 UTC 2025","passed","Tue Nov 04 08:29:26 UTC 2025","","test_create_board","",""
"
    Проверяем удаление всех документов в пространстве и проекте.
    ","418","test_archive_all_documents[space_docs]","tests.test_backend.document","Tue Nov 04 08:34:00 UTC 2025","passed","Tue Nov 04 08:34:00 UTC 2025","","test_archive_all_docs","",""
"
    Проверяет функциональность создания и редактирования документов для разных ролей в системе. Тест проверяет,
    могут ли пользователи с определенными ролями (владелец, менеджер, участник и гость) создавать и редактировать
    документы, обеспечивая правильное поведение контроля доступа на основе ролей. Использует параметризацию для
    тестирования различных комбинаций ролей создателей и редакторов документов.
    ","887","Редактирование Project-документа: создание manager, редактирование guest","tests.test_backend.document.access_doc","Tue Nov 04 08:31:16 UTC 2025","passed","Tue Nov 04 08:31:17 UTC 2025","","test_edit_doc_access_by_roles","",""
"Проверяем что пользователи могут получить только свои personal документы","598","Проверка доступа к personal документам для роли guest","tests.test_backend.document.access_doc","Tue Nov 04 08:32:22 UTC 2025","passed","Tue Nov 04 08:32:22 UTC 2025","","test_get_docs_list_access_by_roles","",""
"
    Проверяет доступ к siblings документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя
    - Типа документа (Space/Project)

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings
    ","2199","Проверка доступа к siblings Space-документа: создатель - owner, просматривающий - owner","tests.test_backend.document.access_doc","Tue Nov 04 08:32:23 UTC 2025","passed","Tue Nov 04 08:32:25 UTC 2025","","test_get_siblings_doc_access","",""
"","974","Дублирование Personal-документа: создание guest, дублирование member","tests.test_backend.document.access_doc","Tue Nov 04 08:30:39 UTC 2025","passed","Tue Nov 04 08:30:40 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"","322","Создание документа — кейс: [single space] (ожидается 200)","tests.test_backend.document","Tue Nov 04 08:34:02 UTC 2025","passed","Tue Nov 04 08:34:02 UTC 2025","","test_create_document","",""
"","4254","Сортировка документов по createdAt (kind=Member)","tests.test_backend.document","Tue Nov 04 08:35:12 UTC 2025","passed","Tue Nov 04 08:35:16 UTC 2025","","test_get_documents","",""
"
    Проверяет, что запросы с некорректными document_id или space_id вызывают ошибку.
    ","213","Проверка доступа с некорректным ID документа","tests.test_backend.document.access_doc","Tue Nov 04 08:33:59 UTC 2025","passed","Tue Nov 04 08:34:00 UTC 2025","","test_matrix_access_docs","",""
"
    Тест для проверки создания и архивирования Space-документа с разными клиентскими ролями.
    Тест выполняет следующие шаги для каждой роли:
    1. Создает Space-документ с использованием предоставленной клиентской роли.
    2. Проверяет, что статус ответа соответствует ожидаемому результату.
    3. Если создание документа успешно (статус 200):
       - Проверяет, что заголовок созданного документа соответствует ожидаемому.
       - Архивирует созданный Space-документ и проверяет статус запроса на архивирование.
    ","712","Создание Space-документа для роли member","tests.test_backend.document.access_doc","Tue Nov 04 08:29:44 UTC 2025","passed","Tue Nov 04 08:29:45 UTC 2025","","test_create_doc_access_by_roles","",""
"
    Проверяет функциональность создания и редактирования документов для разных ролей в системе. Тест проверяет,
    могут ли пользователи с определенными ролями (владелец, менеджер, участник и гость) создавать и редактировать
    документы, обеспечивая правильное поведение контроля доступа на основе ролей. Использует параметризацию для
    тестирования различных комбинаций ролей создателей и редакторов документов.
    ","2572","Редактирование Project-документа: создание owner, редактирование owner","tests.test_backend.document.access_doc","Tue Nov 04 08:31:02 UTC 2025","passed","Tue Nov 04 08:31:05 UTC 2025","","test_edit_doc_access_by_roles","",""
"
    Проверяет запрет доступа к документам для стороннего пользователя при попытке
    получить документы, связанные с определенным типом сущности (например, 'Project',
    'Space' или 'Member'). Тест проверяет, что сторонний клиент получает статус 403
    и код ошибки 'AccessDenied' в ответе.
    ","389","Отказ в доступе к Project документам другим пользователем","tests.test_backend.document.access_doc","Tue Nov 04 08:29:50 UTC 2025","passed","Tue Nov 04 08:29:51 UTC 2025","","test_doc_access_for_foreign","",""
"","267","Негативный кейс: documentId=nonexistent_id","tests.test_backend.document","Tue Nov 04 08:34:46 UTC 2025","passed","Tue Nov 04 08:34:46 UTC 2025","","test_get_document","",""
"","286","Создание проекта с пустым slug","tests.test_backend.project","Tue Nov 04 08:36:11 UTC 2025","passed","Tue Nov 04 08:36:12 UTC 2025","","test_project","",""
"","872","Дублирование Personal-документа: создание guest, дублирование owner","tests.test_backend.document.access_doc","Tue Nov 04 08:30:37 UTC 2025","passed","Tue Nov 04 08:30:38 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"
    Тест проверки создания задачи с минимальным набором полей в системе управления проектами под разными ролями.

    Цель теста — убедиться, что можно успешно создать задачу, указав только минимально необходимые данные, и что поведение API зависит от прав пользователя (типа клиента).
    В процессе теста дополнительно валидируются структура созданной задачи, значения по умолчанию, связи (creator, board и пр.), а также удаление задачи после проверки.
    assert_task_keys обеспечивает падение теста при добавлении/удалении ключей с понятным сообщением.

    Ход теста:
        1. Получение клиента согласно переданной роли через фикстуру.
        2. Получение id пользователя, с помощью которого осуществляется создание задачи.
        3. Формирование минимального payload и попытка создать задачу через API.
        4. Проверка статус-кода ответа.
        5. Если задача успешно создана (ответ 200):
            - Проверка наполнения и структуры ответа
    ","1564","Create task with minimal payload: клиент=manager_client, ожидаемый статус=200","access_task","Tue Nov 04 08:36:20 UTC 2025","passed","Tue Nov 04 08:36:21 UTC 2025","","test_create_task","",""
"
    Тест проверяет дублирование документов разными ролями и типами документов. Тест проверяет, что документы могут быть
    созданы одной ролью и продублированы другой в соответствии с ожидаемыми условиями, указанными в параметризации.
    ","1250","Дублирование Space-документа: создание member, дублирование manager","tests.test_backend.document.access_doc","Tue Nov 04 08:30:21 UTC 2025","passed","Tue Nov 04 08:30:22 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"
    Тест проверяет корректность позиционирования задач при создании новой задачи в группе на доске (board).
    ","3302","Проверка index -> ожидаемая позиция задачи в колонке| Пустая группа, индекс=10 ","create_task","Tue Nov 04 08:38:13 UTC 2025","passed","Tue Nov 04 08:38:16 UTC 2025","","test_task_indexing_in_group","",""
"","266","Тест: Проверка предельной длины имени проекта","tests.test_backend.project","Tue Nov 04 08:36:12 UTC 2025","passed","Tue Nov 04 08:36:12 UTC 2025","","test_project","",""
"","289","Валидация поля limit для board group: None","tests.test_backend.board","Tue Nov 04 08:29:14 UTC 2025","passed","Tue Nov 04 08:29:15 UTC 2025","","board_validation_test","",""
"
    Проверяет доступ к siblings персональных (Member) документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings

    Особенность: к персональным документам имеет доступ только их владелец
    ","2044","Проверка доступа к siblings персонального документа: создатель - manager, просматривающий - manager","tests.test_backend.document.access_doc","Tue Nov 04 08:33:27 UTC 2025","passed","Tue Nov 04 08:33:29 UTC 2025","","test_get_siblings_doc_access","",""
"","294","Несоответствие kind и kindId — kind=Space с kindId от Member","tests.test_backend.document","Tue Nov 04 08:35:03 UTC 2025","passed","Tue Nov 04 08:35:03 UTC 2025","","test_get_documents","",""
"
    Проверяет, что пользователь foreign_client без доступа к Space получает ошибку.
    ","0","Проверка доступа к документам: пользователь без доступа (foreign_client)","tests.test_backend.document.access_doc","Tue Nov 04 08:33:58 UTC 2025","skipped","Tue Nov 04 08:33:58 UTC 2025","","test_matrix_access_docs","",""
"","267","Создание документа — кейс: [int as title] (ожидается 400)","tests.test_backend.document","Tue Nov 04 08:34:03 UTC 2025","passed","Tue Nov 04 08:34:03 UTC 2025","","test_create_document","",""
"","623","Создание Project-документа для роли manager","tests.test_backend.document.access_doc","Tue Nov 04 08:29:46 UTC 2025","passed","Tue Nov 04 08:29:47 UTC 2025","","test_create_doc_access_by_roles","",""
"","724","Пустой результат при отсутствии документов (kind=Project)","tests.test_backend.document","Tue Nov 04 08:34:56 UTC 2025","passed","Tue Nov 04 08:34:57 UTC 2025","","test_get_documents","",""
"
    Тест проверяет дублирование документов разными ролями и типами документов. Тест проверяет, что документы могут быть
    созданы одной ролью и продублированы другой в соответствии с ожидаемыми условиями, указанными в параметризации.
    ","1293","Дублирование Space-документа: создание member, дублирование owner","tests.test_backend.document.access_doc","Tue Nov 04 08:30:19 UTC 2025","passed","Tue Nov 04 08:30:21 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"
    Проверяет ограничения доступа при попытке получения siblings документов через чужое пространство.
    Тест удостоверяется, что попытка получить siblings документов через пространство, где у пользователя
    нет прав, завершается ошибкой доступа.

    Тест обрабатывает три типа документов: Project, Space и Member. Создается последовательность
    из трех документов указанного типа в основном пространстве, после чего выполняется попытка
    получить siblings среднего документа через чужое пространство и проверяется, что доступ запрещен.
    ","2148","Проверка запрета доступа к siblings Member-документа через чужой space","tests.test_backend.document.access_doc","Tue Nov 04 08:33:55 UTC 2025","passed","Tue Nov 04 08:33:57 UTC 2025","","test_get_siblings_doc_access","",""
"
    Проверяем сиблинги для нескольких корневых документов (без parent_document_id).
    ","2041","Проверяем siblins для нескольких корневых документов (kind=Space)","tests.test_backend.document","Tue Nov 04 08:35:23 UTC 2025","passed","Tue Nov 04 08:35:25 UTC 2025","","test_get_siblings","",""
"
    Проверяет доступ к siblings документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя
    - Типа документа (Space/Project)

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings
    ","2069","Проверка доступа к siblings Project-документа: создатель - member, просматривающий - member","tests.test_backend.document.access_doc","Tue Nov 04 08:33:11 UTC 2025","passed","Tue Nov 04 08:33:13 UTC 2025","","test_get_siblings_doc_access","",""
"","288","Валидация поля limit для board group: 999","tests.test_backend.board","Tue Nov 04 08:29:14 UTC 2025","passed","Tue Nov 04 08:29:14 UTC 2025","","board_validation_test","",""
"","820","Добавление новой группы в борду через /CreateBoardGroup: проверка имени, описания и изменения количества групп","tests.test_backend.board","Tue Nov 04 08:29:19 UTC 2025","passed","Tue Nov 04 08:29:20 UTC 2025","","test_create_board","",""
"
    Тест проверяет дублирование документов разными ролями и типами документов. Тест проверяет, что документы могут быть
    созданы одной ролью и продублированы другой в соответствии с ожидаемыми условиями, указанными в параметризации.
    ","1592","Дублирование Project-документа: создание manager, дублирование manager","tests.test_backend.document.access_doc","Tue Nov 04 08:30:00 UTC 2025","passed","Tue Nov 04 08:30:02 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"
    Тест проверяет дублирование документов разными ролями и типами документов. Тест проверяет, что документы могут быть
    созданы одной ролью и продублированы другой в соответствии с ожидаемыми условиями, указанными в параметризации.
    ","1020","Дублирование Project-документа: создание manager, дублирование guest","tests.test_backend.document.access_doc","Tue Nov 04 08:30:03 UTC 2025","passed","Tue Nov 04 08:30:05 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"","210","Попытка редактировать документ из чужого space (kind=Member)— должен вернуться MemberDidNotFound","tests.test_backend.document","Tue Nov 04 08:34:27 UTC 2025","passed","Tue Nov 04 08:34:27 UTC 2025","","test_edit_document","",""
"","0","test_get_document_foreign_access_denied[member]","tests.test_backend.document","Tue Nov 04 08:34:48 UTC 2025","skipped","Tue Nov 04 08:34:48 UTC 2025","","test_get_document","",""
"
    Проверяем что разные роли могут получить списки документов из пространства и проекта.
    Тест параметризован для проверки разных типов клиентов и контейнеров документов.

    Проверяется получение и наличие в ответе всех созданных документов с учетом
    ожидаемого статуса запроса для каждой роли.
    ","1323","Проверка доступа к списку документов в Space для роли member","tests.test_backend.document.access_doc","Tue Nov 04 08:32:06 UTC 2025","passed","Tue Nov 04 08:32:07 UTC 2025","","test_get_docs_list_access_by_roles","",""
"","261","Пустой результат при отсутствии документов (kind=Space)","tests.test_backend.document","Tue Nov 04 08:34:57 UTC 2025","passed","Tue Nov 04 08:34:57 UTC 2025","","test_get_documents","",""
"","265","Ошибка при попытке получить борду по несуществующему boardId","tests.test_backend.board","Tue Nov 04 08:29:28 UTC 2025","passed","Tue Nov 04 08:29:28 UTC 2025","","test_get_board","",""
"","311","Валидация имени борды: chinese → ожидали 200","tests.test_backend.board","Tue Nov 04 08:29:10 UTC 2025","passed","Tue Nov 04 08:29:10 UTC 2025","","board_validation_test","",""
"
    Проверяем доступ к списку недавних документов для ролей owner, manager, member, guest.
    Создаются тестовые документы, проверяется их доступность
    и корректный порядок отображения после повторной маркировки.
    ","0","test_get_recent_documents_access_by_roles[project_docs-guest]","tests.test_backend.document.access_doc","Tue Nov 04 08:32:23 UTC 2025","skipped","Tue Nov 04 08:32:23 UTC 2025","","test_get_recent_documents_access_by_roles","",""
"","770","Test edit space name","tests.test_backend.space","Tue Nov 04 08:36:16 UTC 2025","passed","Tue Nov 04 08:36:17 UTC 2025","","test_space","",""
"","1276","Тест создания доски: клиент=guest_client, ожидаемый статус=403","tests.test_backend.board.access_board","Tue Nov 04 08:29:02 UTC 2025","passed","Tue Nov 04 08:29:03 UTC 2025","","test_create_board","",""
"","927","Получение документов — кейс: kind=Member","tests.test_backend.document","Tue Nov 04 08:34:53 UTC 2025","passed","Tue Nov 04 08:34:54 UTC 2025","","test_get_documents","",""
