"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Добавляет комментарий к задаче.","4872","10. Add comment","Frontend","Wed May 13 07:45:38 UTC 2026","passed","Wed May 13 07:45:43 UTC 2026","Fields","Tasks","",""
"Проверяет что вкладка Activities отображается.","3742","10. Verify Activities tab","Frontend","Wed May 13 07:44:39 UTC 2026","passed","Wed May 13 07:44:43 UTC 2026","Fields","Milestones","",""
"Устанавливает тип задачи Green.","4134","04. Set type Green","Frontend","Wed May 13 07:45:09 UTC 2026","passed","Wed May 13 07:45:13 UTC 2026","Fields","Tasks","",""
"
    Smoke-тест, проверяющий полный флоу создания сущностей: Space → Project → Board → Task.
    По завершении скриншот доски сравнивается с baseline. Space удаляется через API в teardown.
    Тест не запускается на проде, так как создание сущностей тестируется только на dev.
    ","0","Create space → project → board → task","Frontend","Wed May 13 07:44:48 UTC 2026","skipped","Wed May 13 07:44:48 UTC 2026","","Smoke","",""
"Открывает сабтаску на борде, проверяет milestone field,
    переходит на майлстоун по бейджу и проверяет перенос полей.","4991","04. Verify milestone fields via subtask","Frontend","Wed May 13 07:47:02 UTC 2026","passed","Wed May 13 07:47:07 UTC 2026","Convert to Milestone","Tasks","",""
"Создаёт майлстоун через вкладку Milestones на борде.","4766","01. Create milestone on board","Frontend","Wed May 13 07:43:39 UTC 2026","passed","Wed May 13 07:43:44 UTC 2026","Fields","Milestones","",""
"Добавляет комментарий к майлстоуну и проверяет.","4667","09. Add comment and verify","Frontend","Wed May 13 07:44:34 UTC 2026","passed","Wed May 13 07:44:39 UTC 2026","Fields","Milestones","",""
"Удаляет задачи из таблицы майлстоуна, проверяет уменьшение счётчика.","10820","08. Delete tasks and verify counters","Frontend","Wed May 13 07:44:23 UTC 2026","passed","Wed May 13 07:44:34 UTC 2026","Fields","Milestones","",""
"Заполняет кастомное текстовое поле задачи.","4263","09. Fill custom text field","Frontend","Wed May 13 07:45:34 UTC 2026","passed","Wed May 13 07:45:38 UTC 2026","Fields","Tasks","",""
"Добавляет две задачи в майлстоун, проверяет счётчик на каждом шаге.","5858","06. Add tasks and verify counters","Frontend","Wed May 13 07:44:03 UTC 2026","passed","Wed May 13 07:44:09 UTC 2026","Fields","Milestones","",""
"Устанавливает дату задачи.","4459","07. Set date","Frontend","Wed May 13 07:45:23 UTC 2026","passed","Wed May 13 07:45:27 UTC 2026","Fields","Tasks","",""
"Удаляет подзадачи из таблицы задачи, проверяет уменьшение счётчика.","6078","13. Delete subtasks and verify counters","Frontend","Wed May 13 07:46:08 UTC 2026","passed","Wed May 13 07:46:14 UTC 2026","Fields","Tasks","",""
"Создаёт задачу, которая будет конвертирована в майлстоун.","3579","01. Create task for conversion","Frontend","Wed May 13 07:46:34 UTC 2026","passed","Wed May 13 07:46:37 UTC 2026","Convert to Milestone","Tasks","",""
"Заполняет все поля задачи перед конвертацией.
    Переносятся: название, описание, дата, подзадача, комментарий.
    Теряются: приоритет, исполнитель, тип, майлстоун.","17073","02. Fill all task fields before conversion","Frontend","Wed May 13 07:46:37 UTC 2026","passed","Wed May 13 07:46:55 UTC 2026","Convert to Milestone","Tasks","",""
"Отмечает задачу как выполненную (Complete).","4043","14. Complete task","Frontend","Wed May 13 07:46:14 UTC 2026","passed","Wed May 13 07:46:19 UTC 2026","Fields","Tasks","",""
"Добавляет две подзадачи, проверяет счётчик на каждом шаге.","5137","11. Add subtasks and verify counters","Frontend","Wed May 13 07:45:43 UTC 2026","passed","Wed May 13 07:45:48 UTC 2026","Fields","Tasks","",""
"","8116","Logout","Frontend","Wed May 13 07:43:20 UTC 2026","passed","Wed May 13 07:43:28 UTC 2026","","Auth","",""
"Завершает и снимает завершение задач, проверяет счётчики.","14208","07. Verify task completion counters","Frontend","Wed May 13 07:44:09 UTC 2026","passed","Wed May 13 07:44:23 UTC 2026","Fields","Milestones","",""
"Завершает и снимает завершение подзадач, проверяет счётчики.","18926","12. Verify subtask completion counters","Frontend","Wed May 13 07:45:49 UTC 2026","failed","Wed May 13 07:46:08 UTC 2026","Fields","Tasks","",""
"Удаляет все карточки с таймстемпом теста с борды.","0","99. Cleanup: delete test tasks","Frontend","Wed May 13 07:46:19 UTC 2026","passed","Wed May 13 07:46:19 UTC 2026","Fields","Tasks","",""
"Удаляет задачи и архивирует тестовый майлстоун.","5156","99. Cleanup: archive milestone","Frontend","Wed May 13 07:44:43 UTC 2026","passed","Wed May 13 07:44:48 UTC 2026","Fields","Milestones","",""
"Назначает первого пользователя из списка исполнителем.","4259","03. Assign user","Frontend","Wed May 13 07:45:05 UTC 2026","passed","Wed May 13 07:45:09 UTC 2026","Fields","Tasks","",""
"Проверяет что название майлстоуна отображается корректно.","3749","02. Verify milestone name","Frontend","Wed May 13 07:43:44 UTC 2026","passed","Wed May 13 07:43:48 UTC 2026","Fields","Milestones","",""
"Создаёт новую задачу на борде и проверяет что карточка появилась.","3775","01. Create task on board","Frontend","Wed May 13 07:44:49 UTC 2026","passed","Wed May 13 07:44:52 UTC 2026","Fields","Tasks","",""
"Устанавливает приоритет задачи Medium.","11883","02. Set priority Medium","Frontend","Wed May 13 07:44:52 UTC 2026","passed","Wed May 13 07:45:04 UTC 2026","Fields","Tasks","",""
"Заполняет и проверяет описание майлстоуна (tiptap-редактор после секции задач).","5818","04. Set and verify description","Frontend","Wed May 13 07:43:53 UTC 2026","passed","Wed May 13 07:43:58 UTC 2026","Fields","Milestones","",""
"Добавляет блокер и блокинг задачу.","5994","08. Add blocker and blocking","Frontend","Wed May 13 07:45:28 UTC 2026","passed","Wed May 13 07:45:34 UTC 2026","Fields","Tasks","",""
"","11055","Sign in with email","Frontend","Wed May 13 07:43:28 UTC 2026","passed","Wed May 13 07:43:39 UTC 2026","","Auth","",""
"Конвертирует задачу в майлстоун через меню сайдбара.","7179","03. Convert task to milestone","Frontend","Wed May 13 07:46:55 UTC 2026","passed","Wed May 13 07:47:02 UTC 2026","Convert to Milestone","Tasks","",""
"Заполняет и проверяет короткое описание майлстоуна.","4394","03. Set short description","Frontend","Wed May 13 07:43:48 UTC 2026","passed","Wed May 13 07:43:52 UTC 2026","Fields","Milestones","",""
