"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    Проверяет функциональность создания и редактирования документов для разных ролей в системе. Тест проверяет,
    могут ли пользователи с определенными ролями (владелец, менеджер, участник и гость) создавать и редактировать
    документы, обеспечивая правильное поведение контроля доступа на основе ролей. Использует параметризацию для
    тестирования различных комбинаций ролей создателей и редакторов документов.
    ","1585","Редактирование Space-документа: создание manager, редактирование manager","Document Service","Tue Jan 13 10:18:06 UTC 2026","passed","Tue Jan 13 10:18:08 UTC 2026","","Access document","",""
"
    Создание сабтаска с собственным milestone.
    Сабтаск отображает milestone B (из payload), а не наследует milestone A от родителя.
    ","4015","Create Task Новая логика: Milestone у сабтаска берется из payload, а не наследуются от родителя","Task Service","Tue Jan 13 10:23:30 UTC 2026","passed","Tue Jan 13 10:23:34 UTC 2026","","Create Task","",""
"
    Проверяет доступ к siblings документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя
    - Типа документа (Space/Project)

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings
    ","1829","Проверка доступа к siblings Project-документа: создатель - manager, просматривающий - guest","Document Service","Tue Jan 13 10:19:40 UTC 2026","passed","Tue Jan 13 10:19:42 UTC 2026","","Access document","",""
"","200","APP-2763: Ошибка при создании борды с длинным заголовком custom field: Select","Board Service","Tue Jan 13 10:16:54 UTC 2026","passed","Tue Jan 13 10:16:54 UTC 2026","","board_validation_test","",""
"","641","Get document: Повторный запрос одного и того же документа (kind=Member)","Document Service","Tue Jan 13 10:21:05 UTC 2026","passed","Tue Jan 13 10:21:05 UTC 2026","","test_get_document","",""
"","199","GetTasks ids: неверный формат id внутри массива -> 400 и корректная ошибка","Task Service","Tue Jan 13 10:30:20 UTC 2026","passed","Tue Jan 13 10:30:21 UTC 2026","Filtered by criteria","Get Tasks","",""
"
    Проверяет доступ к siblings документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя
    - Типа документа (Space/Project)

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings
    ","1608","Проверка доступа к siblings Space-документа: создатель - owner, просматривающий - member","Document Service","Tue Jan 13 10:19:11 UTC 2026","passed","Tue Jan 13 10:19:13 UTC 2026","","Access document","",""
"","180","Edit document: Попытка редактировать документ из чужого space (kind=Project)— должен вернуться MemberDidNotFound","Document Service","Tue Jan 13 10:18:43 UTC 2026","passed","Tue Jan 13 10:18:43 UTC 2026","","Access document","",""
"
    Проверяет доступ к siblings персональных (Member) документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings

    Особенность: к персональным документам имеет доступ только их владелец
    ","1479","Проверка доступа к siblings персонального документа: создатель - guest, просматривающий - manager","Document Service","Tue Jan 13 10:20:10 UTC 2026","passed","Tue Jan 13 10:20:12 UTC 2026","","Access document","",""
"
    Проверяет доступ к siblings документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя
    - Типа документа (Space/Project)

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings
    ","1724","Проверка доступа к siblings Project-документа: создатель - member, просматривающий - owner","Document Service","Tue Jan 13 10:19:42 UTC 2026","passed","Tue Jan 13 10:19:44 UTC 2026","","Access document","",""
"","201","GetTasks limit: равен 0 —  означает отсутствие ограничения, выводится весь список","Task Service","Tue Jan 13 10:30:21 UTC 2026","passed","Tue Jan 13 10:30:21 UTC 2026","Filtered by criteria","Get Tasks","",""
"","502","Create document: Создание документа с дублирующимся title","Document Service","Tue Jan 13 10:20:32 UTC 2026","passed","Tue Jan 13 10:20:33 UTC 2026","","test_create_document","",""
"
    Негативные сценарии: разные варианты некорректного document_id.
    ","432","Негативный: некорректный document_id=","Document Service","Tue Jan 13 10:21:59 UTC 2026","passed","Tue Jan 13 10:22:00 UTC 2026","","test_get_siblings","",""
"","202","Get documents: Пустой результат при отсутствии документов (kind=Space)","Document Service","Tue Jan 13 10:21:11 UTC 2026","passed","Tue Jan 13 10:21:12 UTC 2026","","test_get_documents","",""
"","223","Создание кастомного поля типа: Boolean","Board Service","Tue Jan 13 10:16:57 UTC 2026","passed","Tue Jan 13 10:16:57 UTC 2026","","test_create_board","",""
"
    Тест проверяет корректность позиционирования задач при создании новой задачи в группе на доске (board).
    ","20876","Проверка index -> ожидаемая позиция задачи в колонке| Группа из 10 тасок, индекс=9 ","Task Service","Tue Jan 13 10:26:57 UTC 2026","failed","Tue Jan 13 10:27:18 UTC 2026","","Create Task","",""
"
    Данный тест проверяет возможность создания задачи с заранее определённым набором данных (payload) через API
     управления задачами для различных ролей пользователей, а также корректность и полноту возвращаемого ответа.
     Тест эмулирует действия разных типов клиентов (owner, менеджер, member, гость) и сравнивает фактический результат с ожидаемым HTTP-статусом.
    ","1322","Проверка создания задачи с конкретным payload и структурой ответа : клиент=guest_client, ожидаемый статус=403","Task Service","Tue Jan 13 10:22:47 UTC 2026","passed","Tue Jan 13 10:22:48 UTC 2026","Access Task","Create Task","",""
"
    Тест проверяет дублирование документов разными ролями и типами документов. Тест проверяет, что документы могут быть
    созданы одной ролью и продублированы другой в соответствии с ожидаемыми условиями, указанными в параметризации.
    ","988","Дублирование Space-документа: создание owner, дублирование member","Document Service","Tue Jan 13 10:17:35 UTC 2026","passed","Tue Jan 13 10:17:36 UTC 2026","","Access document","",""
"
    Тест проверки создания задачи с минимальным набором полей в системе управления проектами под разными ролями.

    Цель теста — убедиться, что можно успешно создать задачу, указав только минимально необходимые данные, и что поведение API зависит от прав пользователя (типа клиента).
    В процессе теста дополнительно валидируются структура созданной задачи, значения по умолчанию, связи (creator, board и пр.), а также удаление задачи после проверки.
    assert_task_keys обеспечивает падение теста при добавлении/удалении ключей с понятным сообщением.
    ","1033","Create task with minimal payload: клиент=owner_client, ожидаемый статус=200","Task Service","Tue Jan 13 10:22:36 UTC 2026","passed","Tue Jan 13 10:22:37 UTC 2026","Access Task","Create Task","",""
"","211","GetTasks limit: 100","Task Service","Tue Jan 13 10:30:21 UTC 2026","passed","Tue Jan 13 10:30:21 UTC 2026","Filtered by criteria","Get Tasks","",""
"","222","Валидация поля limit для board group: 1000","Board Service","Tue Jan 13 10:16:51 UTC 2026","passed","Tue Jan 13 10:16:51 UTC 2026","","board_validation_test","",""
