"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","770","Документы разных kind не попадают в результаты других kind","tests.test_backend.document","Mon Dec 22 11:45:05 UTC 2025","passed","Mon Dec 22 11:45:05 UTC 2025","","test_get_documents","",""
"","208","Тест редактирования project: клиент=guest_client, ожидаемый статус=403","tests.test_backend.project","Mon Dec 22 11:46:27 UTC 2025","passed","Mon Dec 22 11:46:28 UTC 2025","","test_edit_project","",""
"","701","Два последовательных запроса на редактирование одного документа- проверяем что последнее изменение сохранилось.Member","tests.test_backend.document","Mon Dec 22 11:44:38 UTC 2025","passed","Mon Dec 22 11:44:39 UTC 2025","","test_edit_document","",""
"","532","Создание документа с дублирующимся title","tests.test_backend.document","Mon Dec 22 11:44:17 UTC 2025","passed","Mon Dec 22 11:44:17 UTC 2025","","test_create_document","",""
"","496","Попытка получить документ из чужого space (kind=Member) — должен вернуться AccessDenied","tests.test_backend.document.access_doc","Mon Dec 22 11:42:52 UTC 2025","passed","Mon Dec 22 11:42:52 UTC 2025","","test_get_doc_access_for_foreign","",""
"
    Данный тест проверяет возможность создания задачи с заранее определённым набором данных (payload) через API
     управления задачами для различных ролей пользователей, а также корректность и полноту возвращаемого ответа.
     Тест эмулирует действия разных типов клиентов (owner, менеджер, member, гость) и сравнивает фактический результат с ожидаемым HTTP-статусом.
    ","2050","Проверка создания задачи с конкретным payload и структурой ответа : клиент=member_client, ожидаемый статус=200","access_task","Mon Dec 22 11:46:44 UTC 2025","passed","Mon Dec 22 11:46:46 UTC 2025","","test_create_task","",""
"
    Проверяем доступ к списку недавних документов для ролей owner, manager, member, guest.
    Создаются тестовые документы, проверяется их доступность
    и корректный порядок отображения после повторной маркировки.
    ","0","test_get_recent_documents_access_by_roles[project_docs-owner]","tests.test_backend.document.access_doc","Mon Dec 22 11:42:53 UTC 2025","skipped","Mon Dec 22 11:42:53 UTC 2025","","test_get_recent_documents_access_by_roles","",""
"
    Проверяет функциональность архивации Space-документа с разными ролями и уровнями доступа.

    Тест создает Space-документ, используя случайного клиента с повышенными правами (владелец, менеджер или участник),
    и оценивает возможность архивации документа на основе предоставленной роли client_fixture.
    Проверяется, что возвращаются корректные коды состояния в зависимости от прав пользователя.
    Дополнительно, в случаях, когда доступ запрещен и ожидаемый статус 403, документ архивируется после теста
    с использованием случайного клиента с повышенными правами.
    ","691","Архивирование Space-документа для роли manager","tests.test_backend.document.access_doc","Mon Dec 22 11:41:01 UTC 2025","passed","Mon Dec 22 11:41:01 UTC 2025","","test_archive_doc","",""
"","241","Авторизация: токен пользователя без доступа к спейсу (foreign_client) => 400","tests.test_backend.authServis","Mon Dec 22 11:40:32 UTC 2025","passed","Mon Dec 22 11:40:33 UTC 2025","","test_token","",""
"Проверяет поведение при запросе с несуществующим space_id","159","Проверка получения задач с невалидным space_id","tests.test_backend.task_service.get_tasks","Mon Dec 22 11:52:27 UTC 2025","passed","Mon Dec 22 11:52:27 UTC 2025","","test_get_tasks_vlidation","",""
"
    Проверяет функциональность создания и редактирования документов для разных ролей в системе. Тест проверяет,
    могут ли пользователи с определенными ролями (владелец, менеджер, участник и гость) создавать и редактировать
    документы, обеспечивая правильное поведение контроля доступа на основе ролей. Использует параметризацию для
    тестирования различных комбинаций ролей создателей и редакторов документов.
    ","2064","Редактирование Project-документа: создание manager, редактирование member","tests.test_backend.document.access_doc","Mon Dec 22 11:42:13 UTC 2025","passed","Mon Dec 22 11:42:15 UTC 2025","","test_edit_doc_access_by_roles","",""
"","681","Архивирование Personal-документа для роли owner, документ создан в роли Member","tests.test_backend.document.access_doc","Mon Dec 22 11:41:06 UTC 2025","passed","Mon Dec 22 11:41:06 UTC 2025","","test_archive_doc","",""
"
    Проверяет доступ к siblings документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя
    - Типа документа (Space/Project)

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings
    ","1745","Проверка доступа к siblings Project-документа: создатель - owner, просматривающий - guest","tests.test_backend.document.access_doc","Mon Dec 22 11:43:18 UTC 2025","passed","Mon Dec 22 11:43:20 UTC 2025","","test_get_siblings_doc_access","",""
"","249","Тест редактирования project: клиент=owner_client, ожидаемый статус=200","tests.test_backend.project","Mon Dec 22 11:46:26 UTC 2025","passed","Mon Dec 22 11:46:26 UTC 2025","","test_edit_project","",""
"","1041","Project: изолированность документов по kindId проектов","tests.test_backend.document","Mon Dec 22 11:45:04 UTC 2025","passed","Mon Dec 22 11:45:05 UTC 2025","","test_get_documents","",""
"
    Проверяет, что при completed=false API возвращает только незавершённые задачи.
    ","217","Фильтрация задач: completed=false — возвращаются только незавершённые задачи","tasks_filtered_by_criteria","Mon Dec 22 11:51:42 UTC 2025","passed","Mon Dec 22 11:51:42 UTC 2025","","test_get_tasks_completed","",""
"","210","GetTasks ids: несуществующие id -> 200 и пустой tasks","tasks_filtered_by_criteria","Mon Dec 22 11:51:48 UTC 2025","passed","Mon Dec 22 11:51:48 UTC 2025","","test_get_tasks_ids","",""
"","1552","Тест архивации и разархивации project: клиент=manager_client, ожидаемый статус=200","tests.test_backend.project.access_project","Mon Dec 22 11:46:16 UTC 2025","passed","Mon Dec 22 11:46:18 UTC 2025","","test_archive_unarchive_project","",""
"
    Проверка фильтрации по конкретному проекту для всех ролей:
    - роли с доступом: HTTP 200 и все задачи принадлежат указаному проекту;
    ","4874","Доступ к таскам с фильтрацией по project под ролью Owner (HTTP 200)","tests.test_backend.task_service.get_tasks.access_get_tasks","Mon Dec 22 11:50:56 UTC 2025","passed","Mon Dec 22 11:51:01 UTC 2025","","test_get_tasks_project_filters","",""
"
    Тест проверяет корректность позиционирования задач при создании новой задачи в группе на доске (board).
    ","2799","Проверка index -> ожидаемая позиция задачи в колонке| Пустая группа, индекс=10 ","create_task","Mon Dec 22 11:48:09 UTC 2025","passed","Mon Dec 22 11:48:12 UTC 2025","","test_task_indexing_in_group","",""
"
    Негативные сценарии: разные варианты некорректного document_id.
    ","341","Негативный: некорректный document_id=000000000000000000000000","tests.test_backend.document","Mon Dec 22 11:45:54 UTC 2025","passed","Mon Dec 22 11:45:54 UTC 2025","","test_get_siblings","",""
