"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    Проверяет доступ к siblings персональных (Member) документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings

    Особенность: к персональным документам имеет доступ только их владелец
    ","1714","Проверка доступа к siblings персонального документа: создатель - member, просматривающий - manager","tests.test_backend.document.access_doc","Mon Dec 08 13:22:11 UTC 2025","passed","Mon Dec 08 13:22:12 UTC 2025","","test_get_siblings_doc_access","",""
"
    Проверяем что разные роли могут получить документы из пространства и проекта. Тест параметризован
    для проверки разных типов клиентов и контейнеров документов.
    ","1460","Проверка доступа к документу в Space для роли owner","tests.test_backend.document.access_doc","Mon Dec 08 13:20:28 UTC 2025","passed","Mon Dec 08 13:20:30 UTC 2025","","test_get_doc_access_by_roles","",""
"
    Тестирование создания подзадачи разными пользовательскими ролями и проверка
    ожидаемого поведения на основе прав доступа роли.

    Этот тест оценивает может ли клиент с разными уровнями доступа создавать
    подзадачу для родительской задачи. Также проверяются корректные связи между
    родительской задачей и подзадачей, включая поля `parentTask` и `subtasks`.
    ","1643","Тестирование создания подзадачи разными пользовательскими ролями: клиент=member_client, ожидаемый статус=200","access_task","Mon Dec 08 13:24:42 UTC 2025","passed","Mon Dec 08 13:24:43 UTC 2025","","test_create_sub","",""
"
    Проверка фильтрации по конкретному проекту для всех ролей:
    - роли с доступом: HTTP 200 и все задачи принадлежат указаному проекту;
    ","6406","Доступ к таскам с фильтрацией по project под ролью Member (HTTP 200)","tests.test_backend.task_service.get_tasks.access_get_tasks","Mon Dec 08 13:29:42 UTC 2025","passed","Mon Dec 08 13:29:48 UTC 2025","","test_get_tasks_project_filters","",""
"","729","Редактирование Personal-документа: создание owner, редактирование guest","tests.test_backend.document.access_doc","Mon Dec 08 13:20:21 UTC 2025","passed","Mon Dec 08 13:20:22 UTC 2025","","test_edit_doc_access_by_roles","",""
"","602","Создание и дублирование документа (Member)","tests.test_backend.document","Mon Dec 08 13:22:46 UTC 2025","passed","Mon Dec 08 13:22:47 UTC 2025","","test_duplicate_document","",""
"
    Проверяет функциональность архивации Space-документа с разными ролями и уровнями доступа.

    Тест создает Space-документ, используя случайного клиента с повышенными правами (владелец, менеджер или участник),
    и оценивает возможность архивации документа на основе предоставленной роли client_fixture.
    Проверяется, что возвращаются корректные коды состояния в зависимости от прав пользователя.
    Дополнительно, в случаях, когда доступ запрещен и ожидаемый статус 403, документ архивируется после теста
    с использованием случайного клиента с повышенными правами.
    ","1009","Архивирование Space-документа для роли manager","tests.test_backend.document.access_doc","Mon Dec 08 13:18:44 UTC 2025","passed","Mon Dec 08 13:18:45 UTC 2025","","test_archive_doc","",""
"","156","Попытка редактировать документ из чужого space (kind=Space)— должен вернуться MemberDidNotFound","tests.test_backend.document","Mon Dec 08 13:22:59 UTC 2025","passed","Mon Dec 08 13:22:59 UTC 2025","","test_edit_document","",""
"","471","Авторизация: валидный токен и в Authorization и в Cookie - статус 200","tests.test_backend.authServis","Mon Dec 08 13:18:12 UTC 2025","passed","Mon Dec 08 13:18:12 UTC 2025","","test_token","",""
"","159","Запрос документов с kind=Member, но с чужим spaceId","tests.test_backend.document","Mon Dec 08 13:23:30 UTC 2025","passed","Mon Dec 08 13:23:30 UTC 2025","","test_get_documents","",""
"","696","Test edit space name","tests.test_backend.space","Mon Dec 08 13:24:36 UTC 2025","passed","Mon Dec 08 13:24:37 UTC 2025","","test_space","",""
"
    Проверяет, что при передаче некорректного значения параметра withArchived (не boolean)
    API возвращает 400 и сообщение: 'withArchived must be a boolean value'.
    ","252","Фильтрация задач: Archived некорректного типа — ошибка валидации (400)","tasks_filtered_by_criteria","Mon Dec 08 13:29:56 UTC 2025","passed","Mon Dec 08 13:29:56 UTC 2025","","test_get_tasks_archived","",""
"
    Тест проверяет корректность позиционирования задач при создании новой задачи в группе на доске (board).
    ","20627","Проверка index -> ожидаемая позиция задачи в колонке| Группа из 10 тасок, индекс=2 ","create_task","Mon Dec 08 13:26:38 UTC 2025","passed","Mon Dec 08 13:26:59 UTC 2025","","test_task_indexing_in_group","",""
"","242","Валидация поля group description: regular description → ожидали 200","tests.test_backend.board","Mon Dec 08 13:18:28 UTC 2025","passed","Mon Dec 08 13:18:28 UTC 2025","","board_validation_test","",""
"","221","Валидация имени борды: length > 50 → ожидали 400","tests.test_backend.board","Mon Dec 08 13:18:24 UTC 2025","passed","Mon Dec 08 13:18:24 UTC 2025","","board_validation_test","",""
"","718","Архивирование Project-документа для роли guest","tests.test_backend.document.access_doc","Mon Dec 08 13:18:50 UTC 2025","passed","Mon Dec 08 13:18:50 UTC 2025","","test_archive_doc","",""
"","506","Попытка получить документ из чужого space (kind=Project) — должен вернуться AccessDenied","tests.test_backend.document.access_doc","Mon Dec 08 13:19:01 UTC 2025","passed","Mon Dec 08 13:19:01 UTC 2025","","test_doc_access_for_foreign","",""
"Проверяет поведение при запросе с несуществующим space_id","423","Проверка получения задач с невалидным space_id","tests.test_backend.task_service.get_tasks","Mon Dec 08 13:31:39 UTC 2025","passed","Mon Dec 08 13:31:39 UTC 2025","","test_get_tasks_vlidation","",""
"Проверяет сортировку задач по дате создания в порядке возрастания (старые сверху)","273","Проверка сортировки задач по дате создания (по возрастанию)","tests.test_backend.task_service.get_tasks.tasks_sort_сriteria_derections.asc","Mon Dec 08 13:30:59 UTC 2025","passed","Mon Dec 08 13:30:59 UTC 2025","","test_get_tasks_sorting_by_created_at_asc","",""
"
    Негативные сценарии: разные варианты некорректного document_id.
    ","399","Негативный: некорректный document_id=000000000000000000000000","tests.test_backend.document","Mon Dec 08 13:24:15 UTC 2025","passed","Mon Dec 08 13:24:15 UTC 2025","","test_get_siblings","",""
"
    Проверка универсальна для всех эндпоинтов. Выполнена на GetSpaces.
    ","444","Авторизация: отсутствие токена (в Authorization и Cookie,) приводит к Unauthorized 401)","tests.test_backend.authServis","Mon Dec 08 13:18:12 UTC 2025","passed","Mon Dec 08 13:18:12 UTC 2025","","test_token","",""
"
    Тест проверяет дублирование документов разными ролями и типами документов. Тест проверяет, что документы могут быть
    созданы одной ролью и продублированы другой в соответствии с ожидаемыми условиями, указанными в параметризации.
    ","679","Дублирование Space-документа: создание member, дублирование guest","tests.test_backend.document.access_doc","Mon Dec 08 13:19:28 UTC 2025","passed","Mon Dec 08 13:19:29 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"
    Глубокая вложенность: проверяем цепочку parents.
    ","1778","Проверяем глубокую вложенность для Grandchild = [root_id, parent_id, child_id] (kind=Member)","tests.test_backend.document","Mon Dec 08 13:24:00 UTC 2025","passed","Mon Dec 08 13:24:02 UTC 2025","","test_get_siblings","",""
"
    Быстрая проверка прав на удаление задачи:
      - owner, manager -> 200
      - member, guest  -> 403
    ","1059","Проверка удаления задачи: разрешено владельцу и менеджеру, запрещено мемберу и гостю","access_task","Mon Dec 08 13:29:01 UTC 2025","passed","Mon Dec 08 13:29:02 UTC 2025","","test_delete_task","",""
"","210","Несоответствие kind и kindId — kind=Member с kindId от Project","tests.test_backend.document","Mon Dec 08 13:23:30 UTC 2025","passed","Mon Dec 08 13:23:31 UTC 2025","","test_get_documents","",""
"
        Проверка обработки некорректных значений slug при получении задачи.
        Ожидаем корректные коды ошибок для разных невалидных входных данных.
        ","243","Негативные сценарии: Get task с invalid slug | slug='1 OR 1=1' -> 400","tests.test_backend.task_service.get_task","Mon Dec 08 13:29:08 UTC 2025","passed","Mon Dec 08 13:29:08 UTC 2025","","test_get_task_wrong_slug","",""
"","1136","Тест создания доски: клиент=manager_client, ожидаемый статус=200","tests.test_backend.board.access_board","Mon Dec 08 13:18:17 UTC 2025","passed","Mon Dec 08 13:18:18 UTC 2025","","test_create_board","",""
"","212","Негативные сценарии: некорректный documentId. id=","tests.test_backend.document","Mon Dec 08 13:22:58 UTC 2025","passed","Mon Dec 08 13:22:58 UTC 2025","","test_edit_document","",""
"Проверяет что без указания sortDirection сортировка происходит по возрастанию","255","Проверка сортировки по умолчанию (должна быть по возрастанию)","tests.test_backend.task_service.get_tasks.tasks_sort_сriteria_derections.asc","Mon Dec 08 13:30:59 UTC 2025","passed","Mon Dec 08 13:30:59 UTC 2025","","test_get_tasks_sorting_by_created_at_asc","",""
"
    Проверяет запрет доступа к документам для стороннего пользователя при попытке
    получить документы, связанные с определенным типом сущности (например, 'Project',
    'Space' или 'Member'). Тест проверяет, что сторонний клиент получает статус 403
    и код ошибки 'AccessDenied' в ответе.
    ","417","Отказ в доступе к Member документам другим пользователем","tests.test_backend.document.access_doc","Mon Dec 08 13:19:00 UTC 2025","passed","Mon Dec 08 13:19:01 UTC 2025","","test_doc_access_for_foreign","",""
