"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 27 10:52:11 UTC 2026","Thu Aug 27 10:52:11 UTC 2026","139","Public API","History","Invalid Values","","","[Negative] kind='SPACE' → 400 (uppercase_SPACE)","
    kind должен быть одним из допустимых значений enum.
    Любое другое значение возвращает 400.
    "
"passed","Thu Aug 27 10:52:35 UTC 2026","Thu Aug 27 10:52:37 UTC 2026","1713","Public API","History","History Kinds","","","GetHistory kind='Task' возвращает 200 и items (Task)","
    Проверяем что GetHistory возвращает 200 и непустой items для каждого kind.
    "
"passed","Thu Aug 27 10:51:42 UTC 2026","Thu Aug 27 10:51:42 UTC 2026","133","Public API","History","Date Range","","","[Space] dateRangeStart == dateRangeEnd — пустой items","dateRangeStart == dateRangeEnd — нулевой интервал, пустой items.

    API использует полуоткрытый интервал [start, end).
    Когда start == end, условие start <= T < start невозможно — пустой результат корректен.
    "
"passed","Thu Aug 27 10:52:18 UTC 2026","Thu Aug 27 10:52:18 UTC 2026","133","Public API","History","Nonexistent IDs","","","[Negative] чужой spaceId → ValidationErrors/IncorrectId","
    Запрос к space без доступа возвращает 200 + ValidationErrors/IncorrectId.
    TODO: уточнить после фикса — ожидается пустой items или другой код ошибки.
    "
"passed","Thu Aug 27 10:52:15 UTC 2026","Thu Aug 27 10:52:15 UTC 2026","127","Public API","History","Missing Params","","","[Negative] без 'kindId' → 400 (IncorrectId)","
    При отсутствии любого обязательного параметра (spaceId, kind, kindId) возвращается 400.
    "
"passed","Thu Aug 27 10:51:52 UTC 2026","Thu Aug 27 10:51:53 UTC 2026","1558","Public API","History","Date Range","","","[Space] dateRange [08-12, 08-14) — start включительно, end исключительно","dateRange [start, end) — items внутри интервала, нет items вне."
"passed","Thu Aug 27 10:51:54 UTC 2026","Thu Aug 27 10:51:54 UTC 2026","142","Public API","History","Date Range","","","[Space] dateRangeStart=08-14 — все items >= start","Только dateRangeStart — все items >= start."
"passed","Thu Aug 27 10:52:40 UTC 2026","Thu Aug 27 10:52:40 UTC 2026","243","Public API","History","Positive","","","Валидный запрос возвращает 200 и корректную структуру ответа","
    Проверяем базовую доступность эндпоинта:
    - статус 200
    - тело содержит items (список) и page (hasMore + nextCursor при наличии)
    "
"passed","Thu Aug 27 10:51:55 UTC 2026","Thu Aug 27 10:51:56 UTC 2026","244","Public API","History","Date Range","","","[Space] dateRangeEnd=08-15 — все items < end","Только dateRangeEnd — все items < end."
"passed","Thu Aug 27 10:52:06 UTC 2026","Thu Aug 27 10:52:06 UTC 2026","126","Public API","History","Invalid Values","","","[Negative] невалидный формат spaceId → 400","
    spaceId должен быть валидным ObjectId. Невалидный формат возвращает 400.
    "
"passed","Thu Aug 27 10:51:40 UTC 2026","Thu Aug 27 10:51:41 UTC 2026","1507","Public API","History","Date Range","","","[Space] dateRange за пределами данных — пустой items","dateRangeStart в будущем / dateRangeEnd в прошлом — пустой items."
"passed","Thu Aug 27 10:51:59 UTC 2026","Thu Aug 27 10:51:59 UTC 2026","139","Public API","History","Date Range","","","[Project] dateRangeStart=08-14 — все items >= start","Только dateRangeStart для kind=Project — все items >= start."
"passed","Thu Aug 27 10:52:32 UTC 2026","Thu Aug 27 10:52:33 UTC 2026","253","Public API","History","History Kinds","","","GetHistory kind='Space' возвращает 200 и items (Space)","
    Проверяем что GetHistory возвращает 200 и непустой items для каждого kind.
    "
"passed","Thu Aug 27 10:52:41 UTC 2026","Thu Aug 27 10:52:42 UTC 2026","245","Public API","History","Positive","","","Элементы items в ответе содержат обязательные поля","
    Проверяем структуру элементов items в ответе:
    - обязательные поля (_id, key, createdAt, type, data, creatorId) присутствуют в каждом элементе
    - источник: интерфейс IHistory
    "
"skipped","Thu Aug 27 10:51:48 UTC 2026","Thu Aug 27 10:51:48 UTC 2026","258","Public API","History","Date Range","","","[Space][Negative] dateRangeStart='08-10-2026' → 400","Невалидный формат даты — 400.

    API принимает только ISO 8601 (2026-08-14T00:00:00.000Z).
    Другие форматы должны возвращать 400 ValidationErrors.
    "
"passed","Thu Aug 27 10:52:38 UTC 2026","Thu Aug 27 10:52:38 UTC 2026","140","Public API","History","History Kinds","","","GetHistory kind='Milestone' возвращает 200 и items (Milestone)","
    Проверяем что GetHistory возвращает 200 и непустой items для каждого kind.
    "
"passed","Thu Aug 27 10:52:08 UTC 2026","Thu Aug 27 10:52:08 UTC 2026","130","Public API","History","Invalid Values","","","[Negative] kind='Board' → 400 (unsupported_kind_Board)","
    kind должен быть одним из допустимых значений enum.
    Любое другое значение возвращает 400.
    "
"passed","Thu Aug 27 10:52:39 UTC 2026","Thu Aug 27 10:52:39 UTC 2026","309","Public API","History","History Kinds","","","GetHistory kind='Document' возвращает 200 и items (Document)","
    Проверяем что GetHistory возвращает 200 и непустой items для каждого kind.
    "
