"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    Тест проверяет дублирование документов разными ролями и типами документов. Тест проверяет, что документы могут быть
    созданы одной ролью и продублированы другой в соответствии с ожидаемыми условиями, указанными в параметризации.
    ","1280","Дублирование Space-документа: создание owner, дублирование owner","Document Service","Thu Feb 05 08:49:44 UTC 2026","passed","Thu Feb 05 08:49:45 UTC 2026","","Access document","",""
"","595","Create document: Создание документа с дублирующимся title","Document Service","Thu Feb 05 08:53:20 UTC 2026","passed","Thu Feb 05 08:53:20 UTC 2026","","test_create_document","",""
"","353","Duplicate document Validation: Негативный сценарий- дублирование с некорректным documentId, invalid id=","Document Service","Thu Feb 05 08:53:29 UTC 2026","passed","Thu Feb 05 08:53:29 UTC 2026","","test_duplicate_document","",""
"
    Text Custom Fields. Проверка валидации: передача числа вместо строки вызывает ошибку InvalidForm.
    ","262","Edit Text Custom Field. Negative Flows","Task Service","Thu Feb 05 09:04:46 UTC 2026","passed","Thu Feb 05 09:04:46 UTC 2026","Text Custom Fields","Edit Task Custom Field","",""
"
    Проверяет, что при попытке изменить указанное поле через эндпоинт EditTask,
    его значение в ответе API остается неизменным (таким же, как и у исходной задачи).

    Этот тест предназначен для выявления бага, когда поле перезаписывается,
    хотя это недопустимо для данного эндпоинта.
    ","677","Edit Task: НЕГАТИВНЫЙ ТЕСТ - Поле 'customFields' не должно меняться","Task Service","Thu Feb 05 09:00:04 UTC 2026","passed","Thu Feb 05 09:00:05 UTC 2026","Negative cases edit Task","Edit Task","",""
"
        Проверяет, что пользователи без доступа к проекту получают пустой список задач,
        но при этом запрос выполняется успешно (HTTP 200).
        ","227","Тестирование получения задач под ролью Client_with_access_only_in_project","Task Service","Thu Feb 05 09:01:38 UTC 2026","passed","Thu Feb 05 09:01:38 UTC 2026","Access get Tasks","Get Tasks","",""
"","266","GetTasks project: валидный проект — успешный ответ и массив tasks","Task Service","Thu Feb 05 09:02:39 UTC 2026","passed","Thu Feb 05 09:02:39 UTC 2026","Filtered by criteria","Get Tasks","",""
"","270","Создание кастомного поля типа: TaskRelations","Board Service","Thu Feb 05 08:49:04 UTC 2026","passed","Thu Feb 05 08:49:04 UTC 2026","","test_create_board","",""
"
    Проверяем, что project_client имеет доступ к main_space_doc и main_project_doc, но не имеет доступа к main_personal_doc.
    ","836","Проверка доступа project_client к основному документу, проектному документу и отсутствия доступа к персональному документу","Document Service","Thu Feb 05 08:53:11 UTC 2026","passed","Thu Feb 05 08:53:12 UTC 2026","","Access document","",""
"
    Проверяет доступ к siblings персональных (Member) документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings

    Особенность: к персональным документам имеет доступ только их владелец
    ","1865","Проверка доступа к siblings персонального документа: создатель - guest, просматривающий - manager","Document Service","Thu Feb 05 08:52:56 UTC 2026","passed","Thu Feb 05 08:52:57 UTC 2026","","Access document","",""
