"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","867","Получение списка борд: проверка, что все созданные борды присутствуют в ответе(board_names)","Board Service","Thu Jan 15 10:46:34 UTC 2026","passed","Thu Jan 15 10:46:35 UTC 2026","","test_get_boards","",""
"
    Проверяет успешное редактирование только поля 'completed' задачи с True на False.
    ","585","Edit Task Completed: Проверка редактирования поля 'completed' с True на False","Task Service","Thu Jan 15 10:55:46 UTC 2026","passed","Thu Jan 15 10:55:46 UTC 2026","Completed edit Task","Edit Task","",""
"","218","GetTasks dueStart: Проверка сортировки задач по dueStart - ненулевые по убыванию, затем null (в пределах лимита)","Task Service","Thu Jan 15 10:56:19 UTC 2026","passed","Thu Jan 15 10:56:19 UTC 2026","Sort by Direction DESC","Get Tasks","",""
"","392","Duplicate document Validation: Негативный сценарий- дублирование с некорректным documentId, invalid id=000000000000000000000000","Document Service","Thu Jan 15 10:49:49 UTC 2026","passed","Thu Jan 15 10:49:49 UTC 2026","","test_duplicate_document","",""
"
    Проверяет, что при попытке изменить указанное поле через эндпоинт EditTask,
    его значение в ответе API остается неизменным (таким же, как и у исходной задачи).

    Этот тест предназначен для выявления бага, когда поле перезаписывается,
    хотя это недопустимо для данного эндпоинта.
    ","593","Edit Task: НЕГАТИВНЫЙ ТЕСТ - Поле 'milestones' не должно меняться","Task Service","Thu Jan 15 10:55:27 UTC 2026","passed","Thu Jan 15 10:55:28 UTC 2026","Negative cases edit Task","Edit Task","",""
"","233","Валидация имени борды: exactly 50 chars → ожидали 200","Board Service","Thu Jan 15 10:46:20 UTC 2026","passed","Thu Jan 15 10:46:21 UTC 2026","","board_validation_test","",""
"
    Проверяет, что при withArchived=true API возвращает архивные и неархивные задачи, и валидирует поля у архивных.

    Шаги:
    1. Запросить задачи с withArchived=true.
    2. Убедиться, что в выборке есть хотя бы одна архивная задача (archivedAt — строка).
       Если архивных нет — скипнуть тест с сообщением.
    3. Для архивных задач проверить:
       - archivedAt — непустая строка (дата/время),
       - archiver — непустая строка (ID пользователя, заархивировавшего задачу).
    4. Проверить отсутствие дубликатов по _id.
    ","185","GetTasks withArchived: Фильтрация задач withArchived=true — возвращаются и архивные, и неархивные задачи","Task Service","Thu Jan 15 10:56:42 UTC 2026","passed","Thu Jan 15 10:56:43 UTC 2026","Filtered by criteria","Get Tasks","",""
"
    Проверяет доступ к siblings документов при разных комбинациях:
    - Создателя документа
    - Просматривающего пользователя
    - Типа документа (Space/Project)

    Проверки:
        1. Создание трёх последовательных документов указанной ролью
        2. Запрос siblings для среднего документа другой ролью
        3. Проверка статуса ответа и корректности данных siblings
    ","1687","Проверка доступа к siblings Space-документа: создатель - owner, просматривающий - manager","Document Service","Thu Jan 15 10:48:29 UTC 2026","passed","Thu Jan 15 10:48:31 UTC 2026","","Access document","",""
"
    Проверяем, что project_client имеет доступ к main_space_doc и main_project_doc, но не имеет доступа к main_personal_doc.
    ","682","Проверка доступа project_client к основному документу, проектному документу и отсутствия доступа к персональному документу","Document Service","Thu Jan 15 10:49:37 UTC 2026","passed","Thu Jan 15 10:49:38 UTC 2026","","Access document","",""
"
    Проверяет успешное редактирование только поля 'priority' задачи.
    ","1759","Edit Task: Проверка редактирования поля 'priority'","Task Service","Thu Jan 15 10:55:51 UTC 2026","passed","Thu Jan 15 10:55:52 UTC 2026","Priority edit Task","Edit Task","",""
