"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 17 12:41:22 GMT 2025","Tue Jun 17 12:41:23 GMT 2025","384","tests.test_backend.document","test_document","","","","Создание документа: Space",""
"passed","Tue Jun 17 12:40:58 GMT 2025","Tue Jun 17 12:40:59 GMT 2025","747","tests.test_backend.board","board_validation_test","","","","Валидация имени борды: empty string → ожидали 400",""
"passed","Tue Jun 17 12:41:24 GMT 2025","Tue Jun 17 12:41:24 GMT 2025","389","tests.test_backend.document","test_document","","","","Создание документа с различными значениями title — ожидаемый статус 400",""
"passed","Tue Jun 17 12:41:18 GMT 2025","Tue Jun 17 12:41:18 GMT 2025","567","tests.test_backend.board","test_board","","","","Редактирование кастомного поля типа: Text",""
"passed","Tue Jun 17 12:40:59 GMT 2025","Tue Jun 17 12:40:59 GMT 2025","241","tests.test_backend.board","board_validation_test","","","","Валидация имени борды: length > 50 → ожидали 400",""
"passed","Tue Jun 17 12:41:28 GMT 2025","Tue Jun 17 12:41:28 GMT 2025","240","tests.test_backend.project","test_project","","","","Создание проекта с пустым slug",""
"passed","Tue Jun 17 12:41:34 GMT 2025","Tue Jun 17 12:41:37 GMT 2025","3432","tests.test_backend.space","test_space","","","","Test remove space success",""
"passed","Tue Jun 17 12:41:03 GMT 2025","Tue Jun 17 12:41:03 GMT 2025","279","tests.test_backend.board","board_validation_test","","","","Валидация поля group description: max valid (1024 chars) → ожидали 200",""
"passed","Tue Jun 17 12:41:03 GMT 2025","Tue Jun 17 12:41:04 GMT 2025","305","tests.test_backend.board","board_validation_test","","","","Валидация поля group description: regular description → ожидали 200",""
"passed","Tue Jun 17 12:41:02 GMT 2025","Tue Jun 17 12:41:03 GMT 2025","307","tests.test_backend.board","board_validation_test","","","","Валидация поля group name: valid name → ожидали 200",""
"passed","Tue Jun 17 12:41:02 GMT 2025","Tue Jun 17 12:41:02 GMT 2025","265","tests.test_backend.board","board_validation_test","","","","Валидация поля group name: too long (51 chars) → ожидали 400",""
"passed","Tue Jun 17 12:41:04 GMT 2025","Tue Jun 17 12:41:04 GMT 2025","283","tests.test_backend.board","board_validation_test","","","","Валидация поля limit для board group: 0",""
"passed","Tue Jun 17 12:41:09 GMT 2025","Tue Jun 17 12:41:10 GMT 2025","1315","tests.test_backend.board","test_board","","","","Получение списка борд: проверка, что все созданные борды присутствуют в ответе(board_names)",""
"passed","Tue Jun 17 12:41:28 GMT 2025","Tue Jun 17 12:41:28 GMT 2025","290","tests.test_backend.project","test_project","","","","Тест: Проверка предельной длины slug",""
"passed","Tue Jun 17 12:41:02 GMT 2025","Tue Jun 17 12:41:02 GMT 2025","318","tests.test_backend.board","board_validation_test","","","","Валидация поля group name: empty string → ожидали 400",""
