"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    Тест проверяет дублирование документов разными ролями и типами документов. Тест проверяет, что документы могут быть
    созданы одной ролью и продублированы другой в соответствии с ожидаемыми условиями, указанными в параметризации.
    ","1150","Дублирование Space-документа: создание member, дублирование owner","tests.test_backend.document.access_doc","Wed Dec 17 15:05:53 UTC 2025","passed","Wed Dec 17 15:05:54 UTC 2025","","test_duplicate_doc_access_by_roles","",""
"","656","Создание и дублирование документа (Member)","tests.test_backend.document","Wed Dec 17 15:09:27 UTC 2025","passed","Wed Dec 17 15:09:28 UTC 2025","","test_duplicate_document","",""
"
    Тест проверки создания задачи с минимальным набором полей в системе управления проектами под разными ролями.

    Цель теста — убедиться, что можно успешно создать задачу, указав только минимально необходимые данные, и что поведение API зависит от прав пользователя (типа клиента).
    В процессе теста дополнительно валидируются структура созданной задачи, значения по умолчанию, связи (creator, board и пр.), а также удаление задачи после проверки.
    assert_task_keys обеспечивает падение теста при добавлении/удалении ключей с понятным сообщением.
    ","579","Create task with minimal payload: клиент=guest_client, ожидаемый статус=403","access_task","Wed Dec 17 15:12:02 UTC 2025","passed","Wed Dec 17 15:12:03 UTC 2025","","test_create_task","",""
"
    Данный тест проверяет возможность создания задачи с заранее определённым набором данных (payload) через API
     управления задачами для различных ролей пользователей, а также корректность и полноту возвращаемого ответа.
     Тест эмулирует действия разных типов клиентов (owner, менеджер, member, гость) и сравнивает фактический результат с ожидаемым HTTP-статусом.
    ","2641","Проверка создания задачи с конкретным payload и структурой ответа : клиент=manager_client, ожидаемый статус=200","access_task","Wed Dec 17 15:12:05 UTC 2025","passed","Wed Dec 17 15:12:08 UTC 2025","","test_create_task","",""
"","2708","Multiple edit Tasks: completed=True меняет только незавершённую таску, завершённая остаётся без изменений","multiple_edit_tasks","Wed Dec 17 15:21:07 UTC 2025","passed","Wed Dec 17 15:21:10 UTC 2025","","test_multiple_edit_tasks_completed","",""
"
    Сейчас пустой массив возвращает пустой список задач,
    (для наших нужд нет потребности выводить список тасок в котором нет асайни),
    в публичном апи этот момент нужно будет учитывать и выводить таски если в них нет ассайни
    ","321","GetTasks assignees: пустой массив — без фильтра по исполнителям","tasks_filtered_by_criteria","Wed Dec 17 15:18:47 UTC 2025","passed","Wed Dec 17 15:18:48 UTC 2025","","test_get_tasks_assignees","",""
"
    Данный тест проверяет возможность создания задачи с заранее определённым набором данных (payload) через API
     управления задачами для различных ролей пользователей, а также корректность и полноту возвращаемого ответа.
     Тест эмулирует действия разных типов клиентов (owner, менеджер, member, гость) и сравнивает фактический результат с ожидаемым HTTP-статусом.
    ","2526","Проверка создания задачи с конкретным payload и структурой ответа : клиент=member_client, ожидаемый статус=200","access_task","Wed Dec 17 15:12:08 UTC 2025","passed","Wed Dec 17 15:12:10 UTC 2025","","test_create_task","",""
"
    Тест проверяет корректное уменьшение счетчика total после удаления задач и ожидает total=0 в конце.
    ","24467","Проверка уменьшения счетчика задач в milestone после удаления задач","create_task","Wed Dec 17 15:12:30 UTC 2025","passed","Wed Dec 17 15:12:55 UTC 2025","","test_milestone_tasks_total_and_completed","",""
"
    Проверяем доступ к списку недавних документов для ролей owner, manager, member, guest.
    Создаются тестовые документы, проверяется их доступность
    и корректный порядок отображения после повторной маркировки.
    ","0","test_get_recent_documents_access_by_roles[project_docs-manager]","tests.test_backend.document.access_doc","Wed Dec 17 15:07:36 UTC 2025","skipped","Wed Dec 17 15:07:36 UTC 2025","","test_get_recent_documents_access_by_roles","",""
"","258","Тест редактирования project: клиент=guest_client, ожидаемый статус=403","tests.test_backend.project","Wed Dec 17 15:11:47 UTC 2025","passed","Wed Dec 17 15:11:48 UTC 2025","","test_edit_project","",""
